Complexity,Loss,Equation
1,0.35969913,"0.11314403"
3,0.35647827,"x135 * -0.21427976"
4,0.3503794,"abs(x135 * -0.26530498)"
6,0.34868193,"abs((x135 - 0.20074748) / -4.458018)"
10,0.3474174,"abs(((x135 + -0.17162018) + (x286 / 4.0233517)) / -4.458018)"
13,0.34674427,"abs(abs((((x286 / 4.0233517) + x135) + -0.17162018) / (x179 + -4.458018)))"
