Complexity,Loss,Equation
1,0.50837123,"0.1345567"
4,0.50822765,"abs(x0 * 0.35413203)"
5,0.50177646,"(x42 + -2.111648) * -0.074167885"
6,0.49752197,"abs(-0.32304034 * (x0 + 0.32304034))"
7,0.49714,"abs(abs((x0 * x65) - -0.07283151))"
9,0.49623102,"abs(abs((x0 * (x7 / -1.7006118)) - -0.07283151))"
10,0.48887143,"abs(((x0 * -0.7206872) * (-1.0264404 - x20)) - 0.07283151)"
11,0.4879783,"abs(abs(((x0 * -0.7206872) * (-1.0264404 - x20)) - -0.07283151))"
