Complexity,Loss,Equation
1,0.36573726,"0.12208857"
3,0.36199293,"x42 * -0.22122446"
4,0.35843453,"abs(x25 * 0.30739802)"
5,0.34109,"(x42 * -0.22784685) + 0.15402417"
8,0.3369411,"-0.22122446 * (x42 + (abs(x42) + -1.0068924))"
10,0.3343044,"(x42 + (abs(x42 - x49) + -1.0068924)) * -0.22122446"
12,0.3342726,"(x42 + (abs((x42 * x42) - x49) + -1.0068924)) * -0.22122446"
14,0.3332839,"(x42 + (abs(((x42 * -1.681068) + x42) - x49) + -1.0068924)) * -0.22122446"
