feature,correlation,abs_correlation,p_value
xido_over_xsga,0.017134579839476503,0.017134579839476503,0.022214070155876824
mii_d_over_emp,0.01713200110040571,0.01713200110040571,0.022234182637144207
rect_pd_minus_pd_invt,-0.017131387890534158,0.017131387890534158,0.022238967603496192
txw_over_seq,0.017125679400084044,0.017125679400084044,0.02228355477346271
caps_over_ceq_pd,-0.017105133304582663,0.017105133304582663,0.022444677606576893
ao_pd_minus_pd_lt,-0.017104691243701665,0.017104691243701665,0.022448155355424552
xint_over_mktcap_d,-0.017098589398535535,0.017098589398535535,0.02249620721956954
aqc_over_cogs,-0.017096699633577635,0.017096699633577635,0.022511107187456466
ap_pd_minus_pd_cogs,-0.017094675435847,0.017094675435847,0.022527076612567584
ebit_over_mktcap_pd,0.017092721405182153,0.017092721405182153,0.022542501810619127
xi_d_over_ppent,0.01709045120034762,0.01709045120034762,0.022560434427806385
dcvsr_over_icapt_d,-0.01708575291021892,0.01708575291021892,0.022597586161825164
emp_over_lt_d,0.017079839439045612,0.017079839439045612,0.02264442250612438
dd2_pd_minus_pd_mktcap,-0.017071395070324392,0.017071395070324392,0.022711450492221164
aox_pd_minus_pd_lct,-0.01706863059389834,0.01706863059389834,0.02273343121284121
ds_over_sale_d,-0.01706740473749968,0.01706740473749968,0.02274318407430482
txndba_over_xsga_d,-0.01705992213814933,0.01705992213814933,0.022802794170318105
txdbcl_over_at_d,0.017057095890444646,0.017057095890444646,0.02282534475102606
lt_pd_minus_pd_xsga,-0.017049846277629142,0.017049846277629142,0.022883277888618467
xsga_pd_minus_pd_lt,0.01704984627762913,0.01704984627762913,0.022883277888618467
pi_over_seq_d,0.017049000573740876,0.017049000573740876,0.022890044393089625
tstkc_over_ppent,-0.017045219042552462,0.017045219042552462,0.022920321812383855
ni_pd_minus_pd_mktcap,0.017042893578483546,0.017042893578483546,0.022938958271535737
caps_over_ceq_d,-0.017038058279559953,0.017038058279559953,0.022977750891423333
spi_over_icapt,0.017036656714480538,0.017036656714480538,0.022989006008970934
ivao_d_over_emp,0.01703414872160622,0.01703414872160622,0.02300915812590112
xpr_d_over_emp,0.017029878243658897,0.017029878243658897,0.023043507390521977
txfed_d_over_invt,0.017028029943817746,0.017028029943817746,0.023058387851914604
reajo_over_invt_d,0.017020633730748937,0.017020633730748937,0.02311801749814062
ib_over_invt_pd,0.017020467272163782,0.017020467272163782,0.0231193610574628
invch_over_xsga_d,-0.01701919555139773,0.01701919555139773,0.023129627904346313
dp_over_sale_pd,-0.01701548021807354,0.01701548021807354,0.023159645187249032
ceql_over_sale_pd,-0.01701345440554313,0.01701345440554313,0.023176026574180632
txndbl_d_over_seq,0.01700937287047567,0.01700937287047567,0.023209061765619442
dvc_over_ppent,-0.01700361028684837,0.01700361028684837,0.02325577265643592
ibc_over_invt_pd,0.016998401776886798,0.016998401776886798,0.023298062483309605
lct_d_over_mktcap,0.016988623510196515,0.016988623510196515,0.023377636191631135
txdfed_over_xsga,0.016983123604349525,0.016983123604349525,0.02342249697120144
dd1_over_icapt,0.0169802014544272,0.0169802014544272,0.023446362290358066
xrent_d_over_lt,-0.01697314825612132,0.01697314825612132,0.02350405301263325
txdbcl_d_over_mktcap,0.016973147820644244,0.016973147820644244,0.023504056578359883
intan_pd_minus_pd_ppent,-0.01697242524858106,0.01697242524858106,0.02350997371414569
dd2_over_sale_pd,-0.016970318856935455,0.016970318856935455,0.02352723031271066
dxd4_over_invt_d,0.01697009525610381,0.01697009525610381,0.02352906280609105
sppiv_d_over_seq,-0.01696131089354685,0.01696131089354685,0.023601152056658106
txr_over_sale,0.016958683968438977,0.016958683968438977,0.02362274722068657
nopio_d_over_sale,0.016957660367119896,0.016957660367119896,0.023631166580856112
txpd_over_act_d,0.016956967933381983,0.016956967933381983,0.02363686348640967
lifr_over_lt_d,0.016954104342140324,0.016954104342140324,0.023660435953807592
oiadp_over_ceq_d,0.016953390241844116,0.016953390241844116,0.023666317450081714
intan_over_lct_pd,-0.01695335544213327,0.01695335544213327,0.023666604101011277
at_over_dltt,-0.016949158757746448,0.016949158757746448,0.023701194971331777
lse_over_dltt,-0.016949158757746448,0.016949158757746448,0.023701194971331777
ao_over_cogs_pd,-0.016946042975598055,0.016946042975598055,0.023726904944131117
dilavx_pd_minus_pd_lct,0.016943898531948116,0.016943898531948116,0.02374461393973824
ibadj_over_lt_pd,0.01694178128673179,0.01694178128673179,0.02376210957564589
txdfed_over_sale_d,0.016934369375463987,0.016934369375463987,0.023823445257231783
intc_d_over_dltt,0.016924599916784796,0.016924599916784796,0.023904500070300247
txpd_over_icapt_d,0.016912963299744458,0.016912963299744458,0.02400135824166467
ppeveb_pd_minus_pd_mktcap,0.01689283346404246,0.01689283346404246,0.02416971392798316
ivaco_over_sale_d,-0.016887965363719983,0.016887965363719983,0.0242105816273659
reuna_over_seq_pd,0.016885243712251145,0.016885243712251145,0.024233455985104645
lct_over_emp,0.01688512273177235,0.01688512273177235,0.024234473210834665
pstkn_over_cogs_d,-0.016882147354301782,0.016882147354301782,0.024259502373426892
txs_d_over_invt,0.01688128084665488,0.01688128084665488,0.024266795730852046
dd2_over_cogs_pd,-0.01688091504797389,0.01688091504797389,0.024269875212999604
do_over_seq_d,-0.016878166073292702,0.016878166073292702,0.024293028340248286
dc_over_invt_d,-0.016876443233646173,0.016876443233646173,0.024307548643531213
dd2_over_at_pd,-0.016874672421268756,0.016874672421268756,0.024322481105454007
mrc4_d_over_ppent,-0.016870937090709748,0.016870937090709748,0.02435400553739554
xacc_over_at_d,0.016870836784015106,0.016870836784015106,0.02435485256666959
cstkcv_over_ceq_pd,-0.01686759888569835,0.01686759888569835,0.02438220837351992
ebit_over_ceq_d,0.016867230417441606,0.016867230417441606,0.024385323112579623
dd2_d_over_at,-0.01686379783230521,0.01686379783230521,0.02441435604324895
aox_pd_minus_pd_xsga,-0.016863328467358194,0.016863328467358194,0.024418328276150997
mrc5_over_icapt,-0.016861700366595896,0.016861700366595896,0.024432111224575264
cstk_d_over_xsga,-0.016859289171130786,0.016859289171130786,0.024452535971877846
xrd_d_over_act,-0.016850947442490743,0.016850947442490743,0.024523311236542913
dd2_over_at,0.016849815984329646,0.016849815984329646,0.024532924731814742
dpvieb_over_lt_pd,0.016844679635533856,0.016844679635533856,0.02457660706217757
ibadj_pd_minus_pd_ppent,0.016842071146892915,0.016842071146892915,0.02459881687004684
dd2_over_seq,0.0168304931218982,0.0168304931218982,0.02469760720754838
intan_d_over_invt,-0.01682860189078685,0.01682860189078685,0.024713776883360457
mrc2,-0.016824189479461037,0.016824189479461037,0.0247515378399887
tlcf_over_icapt_pd,-0.0168226998722807,0.0168226998722807,0.024764297020753286
ivch_d_over_sale,0.016820706670681588,0.016820706670681588,0.02478137863325032
ppegt_pd_minus_pd_mktcap,0.016820423300028392,0.016820423300028392,0.024783807930247412
dudd_d_over_ppent,-0.016815395162219936,0.016815395162219936,0.024826947763555308
txdfed_d_over_mktcap,0.016810849466248973,0.016810849466248973,0.024866004352748473
apalch_over_xsga,0.01680746215610724,0.01680746215610724,0.024895142683932118
pstkl_d_over_mktcap,-0.01680611365171857,0.01680611365171857,0.024906751018709684
mrc4_d_over_lct,-0.016800440263884716,0.016800440263884716,0.024955640616403565
dxd2_d_over_lt,-0.016797882203858076,0.016797882203858076,0.02497771149253157
xint_pd_minus_pd_emp,-0.01679490969048884,0.01679490969048884,0.025003379488847996
invfg_over_icapt,0.016793997530973746,0.016793997530973746,0.025011260669375913
nopio_pd_minus_pd_lt,0.016792018975074534,0.016792018975074534,0.02502836305002176
ds_over_invt,0.01678938034132309,0.01678938034132309,0.025051186811580074
txndbl_over_dltt,0.01678631703812881,0.01678631703812881,0.025077706495719745
ceqt_pd_minus_pd_lt,0.016786096339854506,0.016786096339854506,0.02507961806703456
ppeveb_over_lt_pd,0.01678594413738243,0.01678594413738243,0.025080936437556257
rect_over_lt,0.01678153825604355,0.01678153825604355,0.0251191259837403
txs_over_lct_d,0.01677937924222028,0.01677937924222028,0.025137858374580983
apalch,0.01677861157368686,0.01677861157368686,0.025144521860067503
dvt_over_at,-0.016771847601445882,0.016771847601445882,0.025203300333148628
txr,0.016770168990391035,0.016770168990391035,0.02521790575795852
acchg_over_act_d,0.01677010810235066,0.01677010810235066,0.025218435676280956
txc_over_invt_d,0.016767934830087636,0.016767934830087636,0.025237356323370704
ni_over_xsga_pd,0.01676550760983834,0.01676550760983834,0.02525850237973367
oancf_over_invt,0.016763397868760733,0.016763397868760733,0.02527689499748
dpvieb_pd_minus_pd_seq,0.016762564211309887,0.016762564211309887,0.025284165975873962
txr_over_dltt_d,0.016762378755186144,0.016762378755186144,0.025285783729816574
nopi_over_act,0.016761492219856036,0.016761492219856036,0.025293518311557264
ibcom_pd_minus_pd_lct,0.01675993913303984,0.01675993913303984,0.025307073160208454
ch_pd_minus_pd_dltt,0.01675957110159751,0.01675957110159751,0.025310286142938194
dn_d_over_dltt,-0.016755178266762566,0.016755178266762566,0.025348663666348022
fatl_d_over_ceq,-0.016754499803987313,0.016754499803987313,0.025354595469382665
dd_over_lt,0.016752514726241893,0.016752514726241893,0.025371957911699425
xi_over_lt,0.01674980304579932,0.01674980304579932,0.025395692194817174
lcox_over_invt,-0.016747847434020066,0.016747847434020066,0.02541282082402791
ivao_over_emp,-0.01673553797402052,0.01673553797402052,0.025520865412489862
intan_d_over_at,-0.016734175763449422,0.016734175763449422,0.025532846414357626
invch_over_mktcap_d,-0.01673372497929136,0.01673372497929136,0.02553681225147797
ceq_pd_minus_pd_seq,0.016732515294603314,0.016732515294603314,0.0255474572566508
seq_pd_minus_pd_ceq,-0.01673251529460286,0.01673251529460286,0.025547457256655148
mrct_over_act_d,0.016732414492576245,0.016732414492576245,0.0255483444693862
pstkr_over_invt_d,-0.01672965222524772,0.01672965222524772,0.025572667041051315
xrd_d_over_seq,-0.016726047664283275,0.016726047664283275,0.025604436375692957
txpd_over_at_d,0.01672003390054084,0.01672003390054084,0.025657515569854163
fatl_over_xsga_d,-0.01671355098135624,0.01671355098135624,0.0257148422358288
dvt_over_dltt,-0.016711782089451052,0.016711782089451052,0.02573050328192261
nopio_over_cogs_d,0.016711453513850238,0.016711453513850238,0.025733413264253213
spi_over_act,0.016707321574792787,0.016707321574792787,0.02577003148611454
dcvsr_over_lct_d,-0.01670201915419696,0.01670201915419696,0.025817088801173053
rectr_over_lt,0.01669842181105094,0.01669842181105094,0.025849056378790605
recd_d_over_dltt,0.01669814763099599,0.01669814763099599,0.025851494266794842
lifr_over_mktcap_d,-0.01669604522610893,0.01669604522610893,0.025870194530661448
dcvt_over_invt_d,-0.016695209170691033,0.016695209170691033,0.025877634243772735
dcvsr_d_over_sale,-0.016690240830708913,0.016690240830708913,0.025921883627819213
lifr_over_dltt,0.016679814756470745,0.016679814756470745,0.026014953794023354
intan_over_at_pd,-0.016677156792025912,0.016677156792025912,0.026038726732958276
sppe_d_over_act,0.016666586273696656,0.016666586273696656,0.026133455801683525
tlcf_over_ceq_d,-0.01666453216114482,0.01666453216114482,0.026151898521441095
lt_d_over_cogs,-0.016648291507323842,0.016648291507323842,0.02629811066608676
dltt_over_sale,-0.016640317915171142,0.016640317915171142,0.026370153870739873
txdc_over_lt,0.016638563999556773,0.016638563999556773,0.026386023753719443
txfo_over_cogs,0.016637802684003812,0.016637802684003812,0.026392914901914668
ds_over_cogs_d,-0.016637217652696528,0.016637217652696528,0.02639821144646965
ceq_over_icapt_d,0.01663589190565046,0.01663589190565046,0.026410217413377946
reuna_pd_minus_pd_lt,0.016635056131526868,0.016635056131526868,0.026417788609016824
txw_over_cogs,0.016628270508703975,0.016628270508703975,0.02647932834373527
invrm_over_ppent,0.01662637166976664,0.01662637166976664,0.026496571331885353
dd3_over_cogs_d,-0.01662246116310411,0.01662246116310411,0.026532112442847297
pstkrv_over_ceq_d,-0.016613319361928048,0.016613319361928048,0.026615359497976148
dcvsub_d_over_emp,-0.016608564211031848,0.016608564211031848,0.026658749964624768
txdba_over_lt,0.01660501806421218,0.01660501806421218,0.02669114809601115
ib_over_seq_d,0.016599732339888585,0.016599732339888585,0.02673950238015416
txndbl_over_dltt_d,0.016597148799369257,0.016597148799369257,0.02676316435207832
drc_over_cogs,-0.01659456868879975,0.01659456868879975,0.026786812952045644
dpact_over_lt_pd,0.016592496277038918,0.016592496277038918,0.02680582118597411
dltp_d_over_emp,0.016590005592760467,0.016590005592760467,0.026828681238670448
niadj_d_over_lct,0.01658301639051375,0.01658301639051375,0.026892919596285723
dltis_over_emp_d,0.016582625522658403,0.016582625522658403,0.026896516013707544
dcpstk_over_mktcap,-0.016580996330873718,0.016580996330873718,0.026911510856096048
wcap_pd,-0.016580279576298464,0.016580279576298464,0.026918110045735702
do_d_over_lct,-0.016576073749963324,0.016576073749963324,0.026956861422768482
ceqt_over_icapt_d,0.016562263329504823,0.016562263329504823,0.027084445878376957
xrd_d_over_xsga,-0.016558635444808373,0.016558635444808373,0.027118047583483504
am_over_dltt,-0.016553779019383274,0.016553779019383274,0.027163084424342808
txfed_over_seq_d,0.016551480824175898,0.016551480824175898,0.027184419597184338
ch_d_over_seq,-0.01654882025838418,0.01654882025838418,0.027209136877646974
gp_pd_minus_pd_emp,0.016547560646532088,0.016547560646532088,0.027220845729908495
ni_d_over_ceq,0.016538437636072115,0.016538437636072115,0.027305779472519148
dpvieb_over_dltt_d,0.01653648478405515,0.01653648478405515,0.027323989888016216
txpd_d_over_sale,0.016528188796327253,0.016528188796327253,0.0274014671235584
rea_d_over_ceq,0.016524729615218933,0.016524729615218933,0.027433828779665926
dcvsr_over_lt_d,-0.01652378114093647,0.01652378114093647,0.027442707792648905
lt_d_over_icapt,-0.016519448336690036,0.016519448336690036,0.02748330028481171
dcvsr_d_over_ceq,-0.016509037590110666,0.016509037590110666,0.027581046627418244
dlc_over_xsga,0.016506758277451992,0.016506758277451992,0.02760248702209027
re_over_sale_pd,0.01650478355040452,0.01650478355040452,0.02762107394639456
xint_over_at_pd,-0.016503801435034094,0.016503801435034094,0.027630322029173773
dd2_over_act_d,-0.016503584362870544,0.016503584362870544,0.027632366448034844
xacc_d_over_seq,0.016500763632941028,0.016500763632941028,0.027658944377979555
lse_over_xsga_pd,-0.01649842273715635,0.01649842273715635,0.02768101787433248
at_over_xsga_pd,-0.01649842273715635,0.01649842273715635,0.02768101787433248
intan_d_over_icapt,-0.016491666513177128,0.016491666513177128,0.027744810955144795
mrc4_over_icapt,-0.016490893890848297,0.016490893890848297,0.027752114219000562
ao_over_lt_pd,-0.01649049805575535,0.01649049805575535,0.027755856518607794
txfed_d_over_lct,0.016485399217428143,0.016485399217428143,0.02780410081193102
recd_over_xsga,0.016465502299009033,0.016465502299009033,0.02799305404113408
dd2_over_emp_pd,-0.016465396388250935,0.016465396388250935,0.027994062788190357
fincf_d_over_act,-0.016456703163576752,0.016456703163576752,0.028076968311753846
dvp_d_over_dltt,0.016453854610207007,0.016453854610207007,0.028104180377403004
ao_over_dltt,-0.016447947226334476,0.016447947226334476,0.028160685724389553
seq_over_act,0.016447542670965324,0.016447542670965324,0.028164558959309086
ap_over_xsga_d,0.016447275043481247,0.016447275043481247,0.028167121491556896
recta_over_emp,0.016446187403172892,0.016446187403172892,0.028177537711281328
ivaeq_over_act,0.01643914486335969,0.01643914486335969,0.02824506375355501
dilavx_over_xsga_d,0.016436796022231696,0.016436796022231696,0.028267616150978767
dxd3_over_icapt,0.01643141054399472,0.01643141054399472,0.028319383393116713
cstkcv_pd_minus_pd_ceq,0.016419660222206017,0.016419660222206017,0.028432615480956557
invch_over_xsga,-0.016411839592171743,0.016411839592171743,0.028508195032850365
dc_d_over_at,-0.01640673723244271,0.01640673723244271,0.028557598099529385
ibadj_pd_minus_pd_lct,0.01640234615730983,0.01640234615730983,0.02860017324084792
ibcom_d_over_lct,0.016394775375883335,0.016394775375883335,0.028673706662249065
emp_over_icapt_d,0.016388996390704073,0.016388996390704073,0.028729946248874056
dlcch,0.01638731877331965,0.01638731877331965,0.028746290163670828
dudd_d_over_xsga,-0.016387030464285492,0.016387030464285492,0.028749099773546217
pstkn_d_over_sale,-0.016386900314829183,0.016386900314829183,0.028750368174759677
re_pd_minus_pd_lct,0.01638116024088866,0.01638116024088866,0.02880635731836377
lco_over_invt,-0.01637726829583484,0.01637726829583484,0.02884437304287374
do_over_ceq_d,-0.01636619145013199,0.01636619145013199,0.028952805881906876
caps_over_act_d,-0.016359965139785288,0.016359965139785288,0.029013910031951088
acchg_over_seq_d,0.016357978115883427,0.016357978115883427,0.029033433758192697
rectr_d_over_xsga,0.016356574971984124,0.016356574971984124,0.02904722731635643
aqc_over_lt,-0.01635517596115464,0.01635517596115464,0.029060985859143202
ao_over_icapt_pd,-0.016354541676129576,0.016354541676129576,0.029067225569574664
reuna_pd_minus_pd_at,0.01635096968529379,0.01635096968529379,0.029102386177257775
dltt_over_icapt_d,-0.01633856665602263,0.01633856665602263,0.029224758744964788
capxv_d_over_lct,0.016337455982830786,0.016337455982830786,0.02923573859710531
txpd_d_over_ceq,0.016331724587248412,0.016331724587248412,0.029292454247611392
dd2_over_lct_pd,-0.016329126229856262,0.016329126229856262,0.02931819774525867
fatl_over_lct,-0.016326266358128852,0.016326266358128852,0.029346554722100456
re_over_xsga_pd,0.016322886588532568,0.016322886588532568,0.02938009714713006
nopi_d_over_dltt,0.01632126628525261,0.01632126628525261,0.029396189491762734
emp_pd_minus_pd_at,0.016319558850334676,0.016319558850334676,0.029413155404562782
lse_pd_minus_pd_emp,-0.016319558850334665,0.016319558850334665,0.029413155404562782
at_pd_minus_pd_emp,-0.016319558850334665,0.016319558850334665,0.029413155404562782
pi_over_emp_pd,0.01631597799050781,0.01631597799050781,0.02944876394520025
dp_over_sale_d,0.016315267209768593,0.016315267209768593,0.029455836451078035
nopi_pd_minus_pd_icapt,0.01631062130274645,0.01631062130274645,0.029502100772156488
xido_over_ppent,0.016310113400389317,0.016310113400389317,0.029507162292841515
fiao_over_cogs,-0.016304650546005644,0.016304650546005644,0.02956164981462681
emp_over_invt,-0.01629914619673915,0.01629914619673915,0.029616638710129668
dd2_d_over_icapt,-0.016297469074822196,0.016297469074822196,0.029633410767732397
ebitda_pd_minus_pd_emp,0.016294970464465448,0.016294970464465448,0.02965841326849698
oibdp_pd_minus_pd_emp,0.016294970464465448,0.016294970464465448,0.02965841326849698
intan_pd_minus_pd_at,-0.01629058553584647,0.01629058553584647,0.029702335182401375
wcap_over_sale_pd,-0.016287639041393468,0.016287639041393468,0.029731880337041123
capx_d_over_lct,0.016282677404085566,0.016282677404085566,0.02978168887761391
lo_over_ppent_d,-0.01628203232853937,0.01628203232853937,0.029788169884053212
at_over_invt_pd,-0.016280716696793415,0.016280716696793415,0.029801391656776442
lse_over_invt_pd,-0.016280716696793415,0.016280716696793415,0.029801391656776442
rectr_d_over_cogs,-0.016278450999007092,0.016278450999007092,0.029824173183640168
ivaeq_d_over_lt,-0.016277063472611396,0.016277063472611396,0.029838132112666678
ceqt_d_over_at,-0.016274716437154457,0.016274716437154457,0.029861756774265006
ni_over_sale_pd,0.016273638092437783,0.016273638092437783,0.029872616507674157
ppegt_over_lt_pd,0.016269339550686233,0.016269339550686233,0.02991593976665516
rdip_over_lct_d,-0.016268800537133272,0.016268800537133272,0.02992137607449524
txw_over_sale,0.01626360220246402,0.01626360220246402,0.02997384831328025
invt_over_icapt_d,0.01626341105606671,0.01626341105606671,0.029975779260792118
xrent_d_over_sale,-0.016257232162974374,0.016257232162974374,0.030038255620086423
gdwl_over_cogs_pd,-0.01624483842349619,0.01624483842349619,0.030163909292760686
emp_over_cogs_pd,-0.01624365214320649,0.01624365214320649,0.030175960021333034
dcvsr_over_mktcap,-0.016241191695240242,0.016241191695240242,0.030200967463592927
dd5_over_act,0.01624099270060754,0.01624099270060754,0.030202990778586347
act_over_emp_pd,-0.01624071014446421,0.01624071014446421,0.030205863920907957
txditc_over_seq_d,-0.01623932721113784,0.01623932721113784,0.030219929520171423
txdbca_d_over_xsga,-0.016234874367559427,0.016234874367559427,0.03026525693644577
invrm_d_over_lct,0.016234595250965284,0.016234595250965284,0.03026810012912878
at_over_ceq_pd,-0.01623175807301591,0.01623175807301591,0.03029701377646816
lse_over_ceq_pd,-0.01623175807301591,0.01623175807301591,0.03029701377646816
ni_pd,0.016230761217575454,0.016230761217575454,0.030307178350301032
lt_over_icapt_pd,-0.01623055443033221,0.01623055443033221,0.030309287251774383
xint_over_icapt_pd,-0.016227538946868042,0.016227538946868042,0.030340054720687407
pstkc_d_over_act,-0.0162202437341964,0.0162202437341964,0.030414599956406666
ib_pd_minus_pd_xsga,0.016219041945485457,0.016219041945485457,0.030426895368294106
ap_over_act_pd,-0.01621715139757709,0.01621715139757709,0.030446246065843226
ibc_over_seq_d,0.016215571714174443,0.016215571714174443,0.030462423015991686
xopr_over_lt,-0.016211805709878492,0.016211805709878492,0.03050101904793977
dp_over_lt_d,0.0162112137836611,0.0162112137836611,0.030507089243189303
sale_d_over_icapt,0.016207496722145706,0.016207496722145706,0.030545231378177187
revt_d_over_icapt,0.016207496722145706,0.016207496722145706,0.030545231378177187
dcvsr_over_dltt_d,-0.01619732466680802,0.01619732466680802,0.030649820037815582
txs_d_over_at,0.016194822436099585,0.016194822436099585,0.030675594948964095
ebitda_pd_minus_pd_lct,0.01619462615249647,0.01619462615249647,0.03067761760887085
oibdp_pd_minus_pd_lct,0.01619462615249647,0.01619462615249647,0.03067761760887085
rect_over_ceq_pd,-0.016193479322519345,0.016193479322519345,0.030689437732130218
xopr_over_invt,-0.01619203637544675,0.01619203637544675,0.030704315424184954
pstkrv_over_seq,-0.016187265564846638,0.016187265564846638,0.030753549577066594
txdb_over_seq_d,-0.01618146764031682,0.01618146764031682,0.03081347464136658
mib_over_act,0.01618051091620044,0.01618051091620044,0.030823372594371064
ni_pd_minus_pd_emp,0.01617930910219628,0.01617930910219628,0.03083581003455385
intan_over_ceq_pd,-0.016176145048444474,0.016176145048444474,0.03086857508110579
pstkc_d_over_invt,-0.01617294500717344,0.01617294500717344,0.03090174318655163
msa_over_invt_d,0.01617219519126762,0.01617219519126762,0.030909519375311546
xrd_d_over_ceq,-0.016171844645493455,0.016171844645493455,0.030913155390636337
esubc_over_lct,-0.016161785177887807,0.016161785177887807,0.031017653175118558
ibc_pd_minus_pd_xsga,0.016161729156619512,0.016161729156619512,0.03101823597208518
txfed_d_over_mktcap,0.01615748991298935,0.01615748991298935,0.03106236467948305
txpd_d_over_act,0.01615105805438688,0.01615105805438688,0.031129420449905347
mib_over_lct,0.016145506742188252,0.016145506742188252,0.031187395861944054
txdfed_over_lt_d,0.0161370134717016,0.0161370134717016,0.03127627506363228
recch_over_seq,-0.01613214252246934,0.01613214252246934,0.03132734588576869
reuna_over_at_pd,0.016129551085667812,0.016129551085667812,0.031354545669716335
gp_over_icapt_d,0.0161282659006929,0.0161282659006929,0.03136804251596212
ni_pd_minus_pd_ceq,0.0161281243129346,0.0161281243129346,0.03136952975701116
ibcom_over_invt_pd,0.016127687318511115,0.016127687318511115,0.03137412033787694
dc_d_over_seq,-0.016121780860886482,0.016121780860886482,0.03143622361462898
dd2_over_lt_pd,-0.01611901113812225,0.01611901113812225,0.031465382081831084
dltr_over_sale,0.01611022492000526,0.01611022492000526,0.03155803322667743
lo_over_icapt,0.016097463214687413,0.016097463214687413,0.03169302276731361
capxv_over_act_d,0.01609386265056588,0.01609386265056588,0.03173119790383023
ib_d_over_at,0.01609308766086533,0.01609308766086533,0.03173941992000764
acox_over_invt,-0.01608817699776136,0.01608817699776136,0.03179156056734001
dltis_over_seq,0.016083462232779257,0.016083462232779257,0.03184169028227623
dpc_pd_minus_pd_lt,0.016083262138045697,0.016083262138045697,0.031843819286679204
dd1_over_ceq,0.016082301794079948,0.016082301794079948,0.031854039027817894
txr_over_lct,0.016080726045171686,0.016080726045171686,0.0318708138467247
dc_over_ppent_d,-0.016079143990067768,0.016079143990067768,0.031887663416782945
txpd_over_lct_d,0.01607378598306507,0.01607378598306507,0.0319447852421873
mii_over_dltt,0.016066225424385246,0.016066225424385246,0.03202553770689323
intc_d_over_seq,0.016055720303460388,0.016055720303460388,0.03213803070770195
cld2_over_mktcap,0.016050105239096543,0.016050105239096543,0.03219829778993178
esub_d_over_ppent,-0.016048735471716164,0.016048735471716164,0.03221301433343239
ao_over_ppent_d,-0.016040851590126307,0.016040851590126307,0.032297829489566665
dcpstk_d_over_xsga,-0.01602927046311163,0.01602927046311163,0.03242276669485457
siv_d_over_dltt,-0.016021146761400748,0.016021146761400748,0.0325106520453191
ibadj_over_xsga_d,0.01601739681804336,0.01601739681804336,0.03255128916650101
fatc_over_dltt,-0.01601001278969902,0.01601001278969902,0.032631435066629425
txdbcl_over_xsga_d,0.016008985693510863,0.016008985693510863,0.032642596497442965
pstkl_over_invt_d,-0.016007243870460056,0.016007243870460056,0.03266153232219906
dd2_d_over_act,-0.016003749236975392,0.016003749236975392,0.03269955178774861
mrct_over_ppent_pd,-0.015998545063397224,0.015998545063397224,0.03275624023482184
dd2_pd_minus_pd_cogs,-0.015980871160038025,0.015980871160038025,0.03294938853253728
pstkrv_over_sale,-0.01597873157819932,0.01597873157819932,0.03297283685907358
mrc3_d_over_lct,-0.015973502197122336,0.015973502197122336,0.03303020735870817
xsga_over_at_d,0.015970912163200675,0.015970912163200675,0.03305865372873414
intan_over_seq,-0.015962622391686252,0.015962622391686252,0.033149841372589244
capx_over_act_d,0.01595894642830683,0.01595894642830683,0.033190345876013036
nopi_pd_minus_pd_seq,0.015956267750121107,0.015956267750121107,0.033219888216070144
intan_over_seq_pd,-0.01595522394905885,0.01595522394905885,0.033231406076282104
reuna_over_act_pd,0.01595450011373013,0.01595450011373013,0.03323939526942139
ibadj_over_invt_pd,0.015949934668144816,0.015949934668144816,0.03328982337915799
nopi_pd_minus_pd_sale,0.01594444032983885,0.01594444032983885,0.03335059844943247
esubc_over_lt,-0.01593652886557391,0.01593652886557391,0.033438277052307556
txdi_over_act,0.015929758557743843,0.015929758557743843,0.03351346531812946
niadj_d_over_emp,0.015929208330333712,0.015929208330333712,0.03351958226732042
txdc,0.015928062869905307,0.015928062869905307,0.03353231956232381
ni_d_over_emp,0.015926321125316445,0.015926321125316445,0.03355169535346272
txfed_over_ceq_d,0.015923288741984357,0.015923288741984357,0.03358545152142823
ni_pd_minus_pd_dltt,0.015921363313658916,0.015921363313658916,0.03360690025787961
dd2_pd,-0.015918788318998834,0.015918788318998834,0.03363560329200722
sale_over_mktcap_d,0.015911236041027114,0.015911236041027114,0.033719908216675185
revt_over_mktcap_d,0.015911236041027114,0.015911236041027114,0.033719908216675185
txs_d_over_sale,0.015910195566366036,0.015910195566366036,0.033731537025942164
intpn_over_seq,0.01590950416118758,0.01590950416118758,0.03373926637524549
dn_d_over_mktcap,-0.015906583698687363,0.015906583698687363,0.03377193148939692
ivch_over_mktcap_d,-0.015905073499109988,0.015905073499109988,0.033788833542359356
reuna_over_ceq_d,0.01590463124850078,0.01590463124850078,0.033793784550655855
txdfed_d_over_at,0.015903667828454236,0.015903667828454236,0.033804572213330136
dltr_over_ppent,-0.01589676188879808,0.01589676188879808,0.033881986031862786
xsga_d_over_sale,-0.015894850426641988,0.015894850426641988,0.03390343979632893
dvp_d_over_sale,0.01588371055524324,0.01588371055524324,0.034028702075606404
prstkc_d_over_invt,0.015880864651735424,0.015880864651735424,0.034060766203683576
rect_pd_minus_pd_xsga,-0.015880002213189647,0.015880002213189647,0.0340704881940082
do_over_icapt_d,-0.015878782559237428,0.015878782559237428,0.03408424100666999
ap_d_over_lct,-0.015873767617254782,0.015873767617254782,0.034140839346227886
recta_over_xsga,0.01586788819570325,0.01586788819570325,0.03420729641822139
