avg_long_return,avg_short_return,avg_spread,spread_volatility,sharpe_ratio,n_years,first_year,last_year
0.01666874923467815,0.013688288056488758,0.002980461178189401,0.6135165680956414,0.004857996235441152,12,2013.0,2024.0
