year,long_return,short_return,spread,n_long,n_short
2013.0,0.4090979805275555,-0.45955925537429065,0.8686572359018462,100,100
2014.0,-0.17737900240024046,-0.08177400443766814,-0.09560499796257232,100,100
2015.0,-0.20660922763051903,0.2758307006016422,-0.48243992823216125,100,100
2016.0,0.21102822450648565,0.06443675845014044,0.1465914660563452,100,100
2017.0,0.16272895833724582,-0.31898089614049147,0.4817098544777373,100,100
2018.0,-0.12912585273356927,0.4089222775897984,-0.5380481303233676,100,100
2019.0,-0.08286820496901157,0.21888433158399345,-0.30175253655300505,100,100
2020.0,0.37912340149484647,-0.9021482687206217,1.2812716702154683,100,100
2021.0,-0.2791253843335332,0.5732453530288798,-0.852370737362413,100,100
2022.0,-0.004462877117410693,0.002585892771287071,-0.007048769888697764,100,100
2023.0,-0.061048948962021454,0.30106758154413277,-0.3621165305061542,100,100
2024.0,-0.02133407590369001,0.08174898578106296,-0.10308306168475297,100,100
