Complexity,Loss,Equation
1,0.38120615,"0.11696932"
3,0.3724828,"x148 * 0.24169989"
4,0.372224,"abs(x148 * 0.24169989)"
5,0.35193178,"(0.6635517 - x286) * 0.25178123"
8,0.35150617,"((0.58483756 - x286) * 0.5597364) * abs(-0.5739827)"
