Complexity,Loss,Equation
1,0.3926786,"0.0605635"
3,0.35588518,"x63 * -0.39511746"
5,0.35380062,"(x42 * -0.43692514) - -0.21058673"
8,0.353212,"(x63 * (abs(-0.90431386) * -0.43692514)) - -0.056779206"
