Complexity,Loss,Equation
1,0.4037804,"0.08962889"
3,0.3812016,"x59 * 0.2431424"
4,0.38095266,"0.24809359 * abs(x59)"
5,0.37903658,"(x59 - 0.21376722) * 0.28559873"
6,0.37251082,"(x59 - abs(x266)) * 0.15910259"
7,0.37034768,"0.43215168 - abs(abs(x266) - 0.27145463)"
8,0.36673248,"0.21376722 * (x59 + (0.21376722 - abs(x266)))"
10,0.36622852,"(x127 * 0.15910259) + (0.21376722 - abs(x266 / -2.3047087))"
