Complexity,Loss,Equation
1,0.49932596,"0.11337209"
4,0.49493852,"abs(x5 / -2.8219125)"
6,0.4887636,"abs(x5 - 0.4817263) * 0.21848416"
7,0.48408416,"(x13 / -4.722866) / (-0.22687458 - x48)"
9,0.48219302,"(x13 / -3.7839985) / ((-0.17858437 - x48) / 0.5994151)"
11,0.47755337,"(0.37385347 - (x13 / ((x48 / -0.5958237) + -0.1535991))) / 7.6212726"
12,0.47754085,"abs(((x13 / ((x48 / -0.5958237) + -0.1535991)) - 0.37385347) / 7.6212726)"
15,0.476519,"(((-0.08689311 - x13) / ((x48 / -0.21728063) + -0.17668)) / (x280 + 4.8078146)) * 0.70338804"
