portfolio_type,avg_long_return,avg_short_return,avg_spread,spread_volatility,sharpe_ratio,n_years,first_year,last_year
Decile_10pct,0.06391001570100123,-0.004749029483996144,0.06865904518499735,0.6257684055300109,0.10971957768760278,19,2006.0,2024.0
