avg_long_return,avg_short_return,avg_spread,spread_volatility,sharpe_ratio,n_years,first_year,last_year
0.06391001570100123,-0.03539270049653284,0.09930271619753403,0.6007720118624946,0.16529184821656198,19,2006.0,2024.0
