portfolio_type,avg_long_return,avg_short_return,avg_spread,spread_volatility,sharpe_ratio,n_years,first_year,last_year
Fixed_Top100,0.04336757059987597,0.027700047411493976,0.015667523188382014,0.654365146304429,0.02394308938497932,19,2006.0,2024.0
Decile_10pct,0.06391001570100123,-0.004749029483996144,0.06865904518499735,0.6257684055300109,0.10971957768760278,19,2006.0,2024.0
