year,long_return,short_return,spread,n_long,n_short
2006.0,0.2120234585159853,0.12800539984968898,0.08401805866629633,100,100
2007.0,-0.24937195233926857,0.4054241930027452,-0.6547961453420137,100,100
2008.0,-0.5300820153562557,0.28888271121129344,-0.818964726567549,100,100
2009.0,0.3480016916947963,-0.029959023707751557,0.37796071540254783,100,100
2010.0,0.3679117275820616,-0.22492903138271622,0.5928407589647778,100,100
2011.0,-0.06517239447251852,0.1462519034271244,-0.21142429789964293,100,100
2012.0,0.48119642603523916,-0.20155960459416872,0.6827560306294078,100,100
2013.0,0.33244468943697586,-0.5133455241137974,0.8457902135507733,100,100
2014.0,-0.2336081756944114,-0.18472922647748433,-0.048878949216927065,100,100
2015.0,-0.025196189067873808,0.32073426226737667,-0.34593045133525047,100,100
2016.0,0.18612856367278335,-0.16997115123825704,0.3560997149110404,100,100
2017.0,0.1858629113017355,-0.08648769279344029,0.27235060409517575,100,100
2018.0,-0.039909760613578246,0.27609469204502174,-0.3160044526586,100,100
2019.0,-0.11213937616532872,0.05778702213392635,-0.16992639829925507,100,100
2020.0,0.5260213167687077,-1.1203955169943276,1.6464168337630354,100,100
2021.0,-0.5099997582549017,0.7182770225533902,-1.228276780808292,100,100
2022.0,-0.043406376079399796,0.2097768115643454,-0.2531831876437452,100,100
2023.0,-0.06203539911808497,0.28995109976487404,-0.351986498882959,100,100
2024.0,0.05531445355098024,0.2164925543005424,-0.16117810074956215,100,100
