portfolio_type,avg_long_return,avg_short_return,avg_spread,spread_volatility,sharpe_ratio,total_capital,avg_annual_pnl,total_pnl,avg_portfolio_return,portfolio_return_volatility,sharpe_ratio_dollar,n_years,first_year,last_year,avg_long_stopped_out,avg_long_stopped_pct,avg_short_stopped_out,avg_short_stopped_pct
Fixed_Top100,0.11717809544585807,0.00035745726808157977,0.11682063817777649,0.643230465650872,0.18161552416452792,1000000,58767.77635696982,705213.3162836379,0.05876777635696983,0.08311703997936179,0.7070484749163595,12,2013.0,2024.0,,,,
Decile_10pct,0.10346440332052947,0.010663444197072052,0.09280095912345743,0.5704191938655954,0.1626890541578157,1000000,57063.923758800775,684767.0851056093,0.05706392375880076,0.0630204665434634,0.905482407361193,12,2013.0,2024.0,,,,
Hybrid_10pct_100,0.10346440332052947,0.00035745726808157977,0.10310694605244791,0.6388623485032815,0.161391489565797,1000000,74473.31346899956,893679.7616279948,0.07447331346899959,0.1299826543305477,0.5729480895167205,12,2013.0,2024.0,,,,
Hybrid_10pct_100_5050,0.10346440332052947,0.00035745726808157977,0.10310694605244791,0.6388623485032815,0.161391489565797,1000000,51910.93029430553,622931.1635316664,0.051910930294305525,0.07591786577226166,0.6837775241209741,12,2013.0,2024.0,,,,
Hybrid_StopLoss,0.12303005025451606,0.1947659297449341,-0.0717358794904181,0.44136291485627915,-0.16253263941257373,1000000,158897.98999972508,1906775.879996701,0.15889798999972507,0.1006214987954916,1.5791654060200162,12,2013.0,2024.0,28.083333333333332,9.875208202050691,17.0,17.0
