portfolio_type,avg_long_return,avg_short_return,avg_spread,spread_volatility,sharpe_ratio,avg_long_stopped_out,avg_long_stopped_pct,avg_short_stopped_out,avg_short_stopped_pct,total_capital,avg_annual_pnl,total_pnl,avg_portfolio_return,portfolio_return_volatility,sharpe_ratio_dollar,n_years,first_year,last_year
Hybrid_StopLoss,0.12303005025451606,0.1947659297449341,-0.0717358794904181,0.44136291485627915,-0.16253263941257373,28.083333333333332,9.875208202050691,17.0,17.0,1000000,158897.98999972508,1906775.879996701,0.15889798999972507,0.1006214987954916,1.5791654060200162,12,2013.0,2024.0
