model,strategy,total_capital,avg_stocks_long,avg_stocks_short,total_return_pct,cagr_pct,avg_annual_return_pct,annualized_volatility_pct,sharpe_ratio_dollar,sharpe_ratio_spread,max_drawdown_pct,win_rate_pct,positive_years,total_years,total_pnl,avg_annual_pnl,avg_long_return_pct,avg_short_return_pct,avg_spread_pct,n_features,max_depth,learning_rate,n_estimators,subsample,colsample_bytree,test_start_year,test_end_year,n_test_periods,avg_stopped_out,avg_stopped_pct
CatBoost,Fixed 100/100,1000000,100.0,100.0,70.5213316283638,4.547798692089433,5.876777635696983,8.31170399793618,0.7070484749163595,0.18161552416452792,-3.1398081557737614,75.0,9,12,705213.3162836379,58767.77635696982,11.717809544585807,0.03574572680815798,11.68206381777765,20174,,,,,,2013,2024,12,,
CatBoost,Decile 10%/10%,1000000,281.1666666666667,281.1666666666667,68.47670851056093,4.442755787689356,5.7063923758800765,6.30204665434634,0.905482407361193,0.1626890541578157,-0.05332972262398362,83.33333333333334,10,12,684767.0851056093,57063.923758800775,10.346440332052948,1.0663444197072052,9.280095912345743,20174,,,,,,2013,2024,12,,
CatBoost,Hybrid 10%/100,1000000,281.1666666666667,100.0,89.36797616279948,5.4651265584680475,7.447331346899959,12.99826543305477,0.5729480895167205,0.161391489565797,-1.7733365924032767,83.33333333333334,10,12,893679.7616279948,74473.31346899956,10.346440332052948,0.03574572680815798,10.310694605244791,20174,,,,,,2013,2024,12,,
CatBoost,Hybrid 10%/100 (50% L/S),1000000,281.1666666666667,100.0,62.293116353166646,4.1178060834310415,5.191093029430553,7.5917865772261655,0.6837775241209741,0.161391489565797,-0.9663340310276958,75.0,9,12,622931.1635316664,51910.93029430553,10.346440332052948,0.03574572680815798,10.310694605244791,20174,,,,,,2013,2024,12,,
CatBoost,Hybrid Stop Loss,1000000,281.1666666666667,100.0,190.6775879996701,9.299362524250277,15.889798999972507,10.06214987954916,1.5791654060200162,-0.16253263941257373,0.0,100.0,12,12,1906775.879996701,158897.98999972508,12.303005025451606,19.47659297449341,-7.17358794904181,20174,,,,,,2013,2024,12,45.08333333333333,11.827721906427632
