portfolio_type,avg_long_return,avg_short_return,avg_spread,spread_volatility,sharpe_ratio,total_capital,avg_annual_pnl,total_pnl,avg_portfolio_return,portfolio_return_volatility,sharpe_ratio_dollar,n_years,first_year,last_year
Hybrid_10pct_100_5050,0.10346440332052947,0.00035745726808157977,0.10310694605244791,0.6388623485032815,0.161391489565797,1000000,51910.93029430553,622931.1635316664,0.051910930294305525,0.07591786577226166,0.6837775241209741,12,2013.0,2024.0
