Complexity,Loss,Equation
1,0.49932602,"0.113597356"
3,0.49932596,"abs(abs(0.11322023))"
4,0.49392006,"abs(x65 * x12)"
5,0.4922906,"(x7 + -1.3001604) * -0.10472412"
6,0.4908183,"abs((x15 * -0.24389598) - -0.093715675)"
8,0.49078715,"abs(x15) * ((x15 * -0.23440635) + 0.43396562)"
10,0.48281217,"abs((x7 + -1.1180681) * ((x15 + -0.13353026) * 0.35226417))"
12,0.48164612,"abs((x7 + -1.1180681) * (((-0.13353026 - x15) * 0.35226417) / -0.7844446))"
