Complexity,Loss,Equation
1,0.49138543,"0.10533226"
3,0.49090773,"x0 * 0.2531637"
4,0.4894119,"abs(0.29832897 * x11)"
5,0.4820381,"(x0 - -0.20923594) * 0.35630152"
7,0.4791385,"abs(abs(0.42722318 - x11) + -0.5520757)"
9,0.4770725,"abs((x11 + 0.7097569) - abs(x11 + 0.6482557))"
10,0.47704962,"abs(abs((x11 + 0.6482557) - abs(x11 + 0.7097569)))"
