Complexity,Loss,Equation
1,0.40378022,"0.08934602"
3,0.38120377,"x59 * 0.2475537"
4,0.3809516,"abs(x59 * -0.2475537)"
6,0.3791797,"abs(0.2880774 * x59) + -0.032141425"
7,0.37495112,"((x10 - x59) - x59) * -0.1263556"
9,0.37264678,"(-0.24278206 - ((x140 + x29) * -0.25923917)) * -1.0180106"
13,0.37256238,"((-0.09261025 - (((x140 + x29) * -0.25571558) - -0.15017182)) * 1.4518764) / -1.4261899"
