Complexity,Loss,Equation
1,0.4959783,"0.11157624"
3,0.48818564,"x65 * x15"
4,0.48772392,"abs(x15 * x65)"
5,0.48138005,"(x15 * x65) + 0.08381287"
6,0.48098707,"abs((x15 * x65) + 0.08381287)"
8,0.4795789,"abs(((x15 * x65) * x65) + 0.08381287)"
9,0.4739908,"((-0.41671485 - x0) * -0.01973295) / (x3 + 0.05263849)"
10,0.47397813,"((-0.41671485 - x0) * -0.01973295) / abs(x3 + 0.05263849)"
