Complexity,Loss,Equation
1,0.38729045,"0.103780024"
2,0.38729018,"abs(0.10594088)"
3,0.3688591,"x30 * -0.27619565"
5,0.3606907,"(x42 + -0.9296941) * -0.18602723"
