portfolio_type,avg_long_return,avg_short_return,avg_spread,spread_volatility,sharpe_ratio,avg_long_stopped_out,avg_long_stopped_pct,avg_short_stopped_out,avg_short_stopped_pct,total_capital,avg_annual_pnl,total_pnl,avg_portfolio_return,portfolio_return_volatility,sharpe_ratio_dollar,n_years,first_year,last_year
Hybrid_StopLoss,0.08882957950964952,0.24061614753470942,-0.15178656802505994,0.43962171821650153,-0.3452663090459722,44.083333333333336,15.499683667876871,15.666666666666666,15.666666666666666,1000000,164722.8635221795,1976674.362266154,0.1647228635221795,0.06516210099196063,2.527893683822475,12,2013.0,2024.0
