portfolio_type,avg_long_return,avg_short_return,avg_spread,spread_volatility,sharpe_ratio,total_capital,avg_annual_pnl,total_pnl,avg_portfolio_return,portfolio_return_volatility,sharpe_ratio_dollar,n_years,first_year,last_year
Decile_10pct,0.08113194496495763,-0.0850707882561887,0.16620273322114634,0.4957550491258258,0.3352517206112469,1000000,-1969.4216456155357,-23633.05974738643,-0.0019694216456155344,0.03678019551756133,-0.05354570898556536,12,2013.0,2024.0
