portfolio_type,avg_long_return,avg_short_return,avg_spread,spread_volatility,sharpe_ratio,avg_long_stopped_out,avg_long_stopped_pct,avg_short_stopped_out,avg_short_stopped_pct,total_capital,avg_annual_pnl,total_pnl,avg_portfolio_return,portfolio_return_volatility,sharpe_ratio_dollar,n_years,first_year,last_year
Hybrid_StopLoss,0.10591921046249081,0.04844566148702031,0.0574735489754705,0.39617603684054664,0.14507073530699818,35.333333333333336,12.321026301137747,17.333333333333332,17.333333333333332,1000000,77182.43597475557,926189.2316970668,0.07718243597475558,0.03343599005499088,2.308364006802748,12,2013.0,2024.0
