portfolio_type,avg_long_return,avg_short_return,avg_spread,spread_volatility,sharpe_ratio,total_capital,avg_annual_pnl,total_pnl,avg_portfolio_return,portfolio_return_volatility,sharpe_ratio_dollar,n_years,first_year,last_year
Hybrid_10pct_100_5050,0.08113194496495763,-0.06925626613051017,0.15038821109546782,0.5511780117257652,0.2728487129314085,1000000,5937.839417223724,71254.07300668469,0.0059378394172237255,0.06457987001981322,0.09194566999595982,12,2013.0,2024.0
