portfolio_type,avg_long_return,avg_short_return,avg_spread,spread_volatility,sharpe_ratio,total_capital,avg_annual_pnl,total_pnl,avg_portfolio_return,portfolio_return_volatility,sharpe_ratio_dollar,n_years,first_year,last_year,avg_long_stopped_out,avg_long_stopped_pct,avg_short_stopped_out,avg_short_stopped_pct
Fixed_Top100,0.09076762902891673,-0.06925626613051017,0.16002389515942692,0.505308725456308,0.31668539864400885,1000000,10755.681449203288,129068.17739043946,0.010755681449203289,0.09017181338347746,0.11927986191718415,12,2013.0,2024.0,,,,
Decile_10pct,0.08113194496495763,-0.0850707882561887,0.16620273322114634,0.4957550491258258,0.3352517206112469,1000000,-1969.4216456155357,-23633.05974738643,-0.0019694216456155344,0.03678019551756133,-0.05354570898556536,12,2013.0,2024.0,,,,
Hybrid_10pct_100,0.08113194496495763,-0.06925626613051017,0.15038821109546782,0.5511780117257652,0.2728487129314085,1000000,39906.87309221824,478882.4771066188,0.03990687309221824,0.0804634038216073,0.4959630241431798,12,2013.0,2024.0,,,,
Hybrid_10pct_100_5050,0.08113194496495763,-0.06925626613051017,0.15038821109546782,0.5511780117257652,0.2728487129314085,1000000,5937.839417223724,71254.07300668469,0.0059378394172237255,0.06457987001981322,0.09194566999595982,12,2013.0,2024.0,,,,
Hybrid_StopLoss,0.10591921046249081,0.04844566148702031,0.0574735489754705,0.39617603684054664,0.14507073530699818,1000000,77182.43597475557,926189.2316970668,0.07718243597475558,0.03343599005499088,2.308364006802748,12,2013.0,2024.0,35.333333333333336,12.321026301137747,17.333333333333332,17.333333333333332
