portfolio_type,avg_long_return,avg_short_return,avg_spread,spread_volatility,sharpe_ratio,total_capital,avg_annual_pnl,total_pnl,avg_portfolio_return,portfolio_return_volatility,sharpe_ratio_dollar,n_years,first_year,last_year,avg_long_stopped_out,avg_long_stopped_pct,avg_short_stopped_out,avg_short_stopped_pct
Fixed_Top100,0.02413043327760241,-0.0323567368355393,0.056487170113141714,0.655333743125363,0.08619603477725384,1000000,-4113.151778968447,-49357.82134762136,-0.004113151778968444,0.11577728936228432,-0.03552641283643964,12,2013.0,2024.0,,,,
Decile_10pct,0.08259821316906445,-0.06534268010398145,0.1479408932730459,0.6655133112826873,0.22229591920244202,1000000,8627.766532541504,103533.19839049804,0.008627766532541502,0.06245889639565541,0.13813511013527358,12,2013.0,2024.0,,,,
Hybrid_10pct_100,0.08259821316906445,-0.0323567368355393,0.11495495000460376,0.677018878063407,0.16979578225858205,1000000,50566.294767364896,606795.5372083788,0.050566294767364885,0.17717088618490387,0.2854097298728388,12,2013.0,2024.0,,,,
Hybrid_10pct_100_5050,0.08259821316906445,-0.0323567368355393,0.11495495000460376,0.677018878063407,0.16979578225858205,1000000,25120.738166762574,301448.8580011509,0.02512073816676258,0.09399052736778944,0.26726882878807484,12,2013.0,2024.0,,,,
Hybrid_StopLoss,0.12043119294179659,0.13894624576621764,-0.018515052824421088,0.5146956307048342,-0.03597281911848798,1000000,129688.7193540071,1556264.6322480852,0.1296887193540071,0.10792550481298815,1.2016503381543588,12,2013.0,2024.0,48.25,17.000189152397287,16.416666666666668,16.416666666666668
