portfolio_type,avg_long_return,avg_short_return,avg_spread,spread_volatility,sharpe_ratio,avg_long_stopped_out,avg_long_stopped_pct,avg_short_stopped_out,avg_short_stopped_pct,total_capital,avg_annual_pnl,total_pnl,avg_portfolio_return,portfolio_return_volatility,sharpe_ratio_dollar,n_years,first_year,last_year
Hybrid_StopLoss,0.12043119294179659,0.13894624576621764,-0.018515052824421088,0.5146956307048342,-0.03597281911848798,48.25,17.000189152397287,16.416666666666668,16.416666666666668,1000000,129688.7193540071,1556264.6322480852,0.1296887193540071,0.10792550481298815,1.2016503381543588,12,2013.0,2024.0
