year,long_return,short_return,spread,n_long,n_short,n_long_stopped_out,long_stopped_out_pct,n_short_stopped_out,short_stopped_out_pct,long_capital,short_capital,position_size_long,position_size_short,dollar_pnl_long,dollar_pnl_short,total_dollar_pnl,portfolio_return
2013.0,0.4186068339736585,-0.02728079976824761,0.4458876337419061,272,100,17,6.25,24,24.0,500000.0,500000.0,1838.235294117647,5000.0,209303.41698682925,-13640.399884123804,195663.01710270546,0.19566301710270545
2014.0,-0.022504906797486755,0.17925652571302877,-0.20176143251051554,280,100,59,21.071428571428573,16,16.0,500000.0,500000.0,1785.7142857142858,5000.0,-11252.453398743377,89628.26285651438,78375.809457771,0.078375809457771
2015.0,-0.09382628837741637,0.511550614529277,-0.6053769029066933,283,100,62,21.908127208480565,3,3.0,500000.0,500000.0,1766.7844522968198,5000.0,-46913.14418870818,255775.30726463848,208862.1630759303,0.2088621630759303
2016.0,0.372128263737757,0.14567516217972248,0.2264531015580345,277,100,15,5.415162454873646,26,26.0,500000.0,500000.0,1805.0541516245487,5000.0,186064.1318688785,72837.58108986124,258901.71295873972,0.2589017129587397
2017.0,0.13216231833734365,0.08935715939445663,0.04280515894288703,273,100,34,12.454212454212454,31,31.0,500000.0,500000.0,1831.5018315018315,5000.0,66081.15916867183,44678.57969722831,110759.73886590014,0.11075973886590014
2018.0,-0.17202453378867238,0.25165052761630524,-0.4236750614049776,273,100,75,27.472527472527474,6,6.0,500000.0,500000.0,1831.5018315018315,5000.0,-86012.2668943362,125825.26380815262,39812.99691381643,0.03981299691381643
2019.0,0.08187890044086213,0.27153268944496295,-0.18965378900410082,271,100,36,13.284132841328415,17,17.0,500000.0,500000.0,1845.018450184502,5000.0,40939.45022043106,135766.34472248147,176705.79494291253,0.17670579494291253
2020.0,0.9193314519769749,-0.2617236503651842,1.181055102342159,271,100,8,2.952029520295203,38,38.0,500000.0,500000.0,1845.018450184502,5000.0,459665.7259884874,-130861.82518259209,328803.90080589533,0.32880390080589533
2021.0,-0.28373879084402337,0.4735801064143117,-0.7573188972583351,291,100,151,51.890034364261176,4,4.0,500000.0,500000.0,1718.213058419244,5000.0,-141869.39542201167,236790.05320715584,94920.65778514417,0.09492065778514416
2022.0,0.0040682265001762774,0.2063038677976076,-0.20223564129743132,297,100,24,8.080808080808081,14,14.000000000000002,500000.0,500000.0,1683.5016835016836,5000.0,2034.1132500881388,103151.93389880379,105186.04714889193,0.10518604714889193
2023.0,0.06310116826050605,-0.0662955217273364,0.12939668998784243,298,100,69,23.154362416107382,13,13.0,500000.0,500000.0,1677.8523489932886,5000.0,31550.584130253024,-33147.7608636682,-1597.1767334151737,-0.0015971767334151737
2024.0,0.025991671881879255,-0.10625173203429245,0.1322434039161717,288,100,29,10.069444444444445,5,5.0,500000.0,500000.0,1736.111111111111,5000.0,12995.835940939627,-53125.866017146225,-40130.030076206596,-0.040130030076206594
