year,long_return,short_return,spread,n_long,n_short,n_long_stopped_out,long_stopped_out_pct,n_short_stopped_out,short_stopped_out_pct,long_capital,short_capital,position_size_long,position_size_short,dollar_pnl_long,dollar_pnl_short,total_dollar_pnl,portfolio_return
2013.0,0.41585871768576843,-0.03900695390047972,0.45486567158624813,272,100,13,4.779411764705882,23,23.0,500000.0,500000.0,1838.235294117647,5000.0,207929.35884288422,-19503.47695023986,188425.88189264436,0.18842588189264436
2014.0,-0.03267210211621851,0.17125652571302877,-0.20392862782924728,280,100,52,18.571428571428573,16,16.0,500000.0,500000.0,1785.7142857142858,5000.0,-16336.051058109255,85628.26285651438,69292.21179840513,0.06929221179840513
2015.0,-0.10379569216258519,0.510050614529277,-0.6138463066918622,283,100,50,17.6678445229682,3,3.0,500000.0,500000.0,1766.7844522968198,5000.0,-51897.8460812926,255025.3072646385,203127.4611833459,0.2031274611833459
2016.0,0.3703082311321138,0.13308866437318528,0.23721956675892852,277,100,8,2.888086642599278,25,25.0,500000.0,500000.0,1805.0541516245487,5000.0,185154.1155660569,66544.33218659264,251698.44775264955,0.25169844775264955
2017.0,0.12629571877572346,0.07473818122078779,0.05155753755493567,273,100,29,10.622710622710622,29,28.999999999999996,500000.0,500000.0,1831.5018315018315,5000.0,63147.85938786173,37369.0906103939,100516.94999825563,0.10051694999825563
2018.0,-0.18488729949587598,0.2498326310335506,-0.4347199305294266,273,100,65,23.809523809523807,3,3.0,500000.0,500000.0,1831.5018315018315,5000.0,-92443.64974793799,124916.3155167753,32472.66576883731,0.03247266576883731
2019.0,0.07560024271077527,0.26303268944496294,-0.18743244673418769,271,100,30,11.07011070110701,17,17.0,500000.0,500000.0,1845.018450184502,5000.0,37800.12135538764,131516.34472248147,169316.46607786912,0.16931646607786913
2020.0,0.9179514451860724,-0.28026288020270185,1.1982143253887743,271,100,7,2.5830258302583027,36,36.0,500000.0,500000.0,1845.018450184502,5000.0,458975.7225930362,-140131.44010135092,318844.28249168524,0.3188442824916852
2021.0,-0.308379264361509,0.4716992696377864,-0.7800785339992954,291,100,137,47.07903780068728,3,3.0,500000.0,500000.0,1718.213058419244,5000.0,-154189.63218075447,235849.63481889322,81660.00263813874,0.08166000263813875
2022.0,0.0006258411574380356,0.19930386779760756,-0.19867802664016954,297,100,20,6.7340067340067336,14,14.000000000000002,500000.0,500000.0,1683.5016835016836,5000.0,312.9205787190178,99651.93389880378,99964.8544775228,0.09996485447752279
2023.0,0.05193178590821038,-0.07241169402939518,0.12434347993760556,298,100,62,20.80536912751678,11,11.0,500000.0,500000.0,1677.8523489932886,5000.0,25965.89295410519,-36205.84701469759,-10239.954060592398,-0.010239954060592398
2024.0,0.021472965757677494,-0.10875173203429243,0.13022469779196993,288,100,21,7.291666666666667,5,5.0,500000.0,500000.0,1736.111111111111,5000.0,10736.482878838748,-54375.86601714622,-43639.38313830747,-0.04363938313830747
