Complexity,Loss,Equation
1,0.37351912,"0.099538825"
3,0.3666017,"x30 * -0.20327866"
4,0.3632185,"abs(x30 * -0.20508966)"
6,0.36301303,"abs(x35 + x30) * 0.13987926"
8,0.35924447,"(x30 * -0.20508966) + abs(0.13987926 * x30)"
10,0.35817397,"abs((x30 * -0.0380737) * ((x30 + -0.9898845) / 0.30120406))"
