Complexity,Loss,Equation
1,0.45371148,"0.2150054"
3,0.43243203,"x63 * -0.44715494"
4,0.4319139,"abs(x63 * -0.44715494)"
5,0.42715073,"(x63 * -0.29887676) + 0.09443999"
6,0.42613384,"abs((x63 - 0.3381852) * 0.3381852)"
7,0.42597386,"0.3381852 * abs(x63 - abs(-0.27830347))"
8,0.42594618,"abs((x63 - (-0.6770254 + 0.9640076)) * 0.3381852)"
