Complexity,Loss,Equation
1,0.3764917,"0.12907374"
3,0.35948268,"x30 * -0.2846064"
7,0.3558341,"(x30 * -0.34745547) / (x30 + 2.0839686)"
19,0.35551807,"(x30 * ((1.7325464 - abs((x30 * 0.3148006) - -0.41539243)) - abs((x30 * 0.3148006) - -0.41539243))) * -0.20467553"
