Complexity,Loss,Equation
1,0.4037579,"0.19608434"
3,0.39162,"x63 * -0.44785804"
4,0.39098427,"abs(x63 * 0.44785213)"
5,0.39096418,"(x14 * -0.50324565) + 0.054594375"
6,0.3832227,"abs((x14 - 0.3050999) * 0.3050999)"
8,0.38172102,"abs(((x14 / -1.7250712) - -0.17137316) * 0.63734746)"
14,0.37809363,"(abs(-0.43886787 / (x58 + -2.544441)) - 0.062446415) + (x14 / (-3.2496448 + x58))"
15,0.3746639,"abs(abs((x14 + (0.9208782 / (x58 + -2.544441))) / ((x56 / 0.6938428) + -3.2496448)))"
