Complexity,Loss,Equation
1,0.40102032,"0.11752862"
3,0.3737676,"x63 / -2.2724516"
4,0.37332186,"abs(x63 * 0.450417)"
6,0.37265274,"abs(0.03782411 - (x63 * 0.39077818))"
18,0.37217686,"abs(((x63 + abs(abs(x64 * abs(abs((x54 + x267) * 0.17363855))))) + -0.24000274) * 0.3679098)"
