feature,ranking
fate_over_lt,4
fate_over_lt_d,22
fate_over_lct,22
fate_over_dltt,22
fate_over_seq,22
fate_over_seq_pd,22
fate_over_icapt_d,2
fate_over_sale,22
fate_over_sale_pd,22
fate_over_cogs,3
fate_over_cogs_pd,4
fate_over_xsga,4
fate_over_xsga_pd,4
fate_over_emp,23
fate_over_emp_d,23
fate_over_mktcap,2
fate_over_mktcap_pd,23
fate_d_over_dltt,23
fate_d_over_sale,23
fate_d_over_xsga,23
fate_d_over_mktcap,23
fate_pd_minus_pd_lct,2
fate_pd_minus_pd_dltt,23
fatl_over_at_d,3
fatl_over_invt,23
fatl_over_ppent_d,23
fatl_over_dltt,23
fatl_over_seq_d,23
fatl_over_icapt_d,23
fatl_over_sale,23
fatl_over_sale_pd,22
fatl_over_emp_d,4
fatl_over_mktcap_pd,23
fatl_d_over_dltt,24
fatl_pd_minus_pd_act,3
fatl_pd_minus_pd_lt,4
fatl_pd_minus_pd_lct,24
fatn_over_at_d,24
fatn_over_invt,24
fatn_over_invt_d,24
fatn_over_ppent_d,2
fatn_over_lt,24
fatn_over_lt_d,24
fatn_over_dltt,24
fatn_over_dltt_d,24
fatn_over_seq_d,24
fatn_over_icapt_d,24
fatn_over_cogs_d,7
fatn_over_xsga,24
fatn_over_xsga_d,3
fatn_over_mktcap_d,24
fatn_d_over_dltt,24
fato_over_at_d,24
fato_over_act_d,2
fato_over_invt,24
fato_over_ppent_d,24
fato_over_lt_d,24
fato_over_lct_d,24
fato_over_dltt,24
fato_over_seq_d,6
fato_over_icapt_d,24
fato_over_sale_d,24
fato_over_cogs_d,24
fato_over_xsga_d,6
fato_over_emp_d,23
fato_over_mktcap,23
fato_over_mktcap_d,23
fato_d_over_invt,23
fato_d_over_lct,23
fato_d_over_dltt,23
fatp_over_at_d,23
fatp_over_act_d,23
fatp_over_invt,23
fatp_over_invt_d,23
fatp_over_ppent_d,23
fatp_over_lt_d,23
fatp_over_lct_d,6
fatp_over_dltt,23
fatp_over_ceq_d,23
fatp_over_icapt_d,23
fatp_over_sale_d,23
fatp_over_xsga_d,23
fatp_over_emp_d,24
fatp_over_mktcap,2
fiao_over_invt_d,2
fiao_over_dltt_d,24
fiao_over_xsga_d,5
fiao_over_mktcap,24
fiao_over_mktcap_d,24
fincf_over_invt,24
fincf_over_dltt,5
fincf_over_dltt_d,4
fincf_d_over_lt,24
fincf_d_over_dltt,25
fopo_over_invt,25
fopo_over_invt_d,25
fopo_over_ppent,3
fopo_over_lt_d,25
fopo_over_dltt_d,4
fopo_over_dltt_pd,6
fopo_over_icapt_d,25
fopo_over_sale,25
fopo_over_sale_d,25
fopo_over_xsga,25
fopo_over_xsga_d,25
fopo_over_mktcap,25
fopo_over_mktcap_d,25
fopo_d_over_dltt,25
fopo_pd_minus_pd_invt,25
fopo_pd_minus_pd_icapt,25
fopo_pd_minus_pd_mktcap,25
fopox,25
fopox_over_invt_d,4
fopox_over_ppent_d,25
fopox_over_lt,4
fopox_over_lt_d,25
fopox_over_dltt,25
fopox_over_dltt_d,25
fopox_over_dltt_pd,25
fopox_over_seq,4
fopox_over_icapt_d,25
fopox_over_xsga_d,25
fopox_over_emp,6
fopox_over_mktcap_d,25
fopox_d_over_dltt,25
fopox_pd_minus_pd_invt,25
fopox_pd_minus_pd_lct,25
fopox_pd_minus_pd_icapt,25
gdwl_pd,24
gdwl_over_act_pd,25
gdwl_over_invt_d,24
gdwl_over_ppent_pd,24
gdwl_over_lt_pd,24
gdwl_over_lct_pd,24
gdwl_over_dltt,4
gdwl_over_dltt_pd,24
gdwl_over_seq_d,7
gdwl_over_icapt_d,24
gdwl_over_sale,24
gdwl_over_cogs_pd,24
gdwl_over_xsga_d,24
gdwl_over_emp_pd,24
gdwl_over_mktcap_d,2
gdwl_d_over_invt,24
gdwl_d_over_dltt,24
gdwl_pd_minus_pd_ceq,24
gdwl_pd_minus_pd_mktcap,2
gp_pd,3
gp_over_at_pd,24
gp_over_act,3
gp_over_act_pd,24
gp_over_invt,24
gp_over_invt_d,24
gp_over_lt,6
gp_over_lct,24
gp_over_lct_pd,24
gp_over_dltt,5
gp_over_dltt_d,24
gp_over_ceq_d,25
gp_over_seq,2
gp_over_icapt_d,25
gp_over_emp_d,2
gp_d_over_invt,25
gp_d_over_ppent,25
gp_d_over_dltt,25
gp_d_over_ceq,5
gp_d_over_emp,25
gp_pd_minus_pd_ppent,25
gp_pd_minus_pd_lt,6
ibcom_over_xsga_d,25
idit_over_act_d,4
idit_over_ppent,5
idit_over_ppent_d,25
idit_over_lt_d,25
idit_over_ceq,5
idit_over_icapt_d,25
idit_over_sale,25
idit_over_cogs_d,25
idit_over_xsga,4
idit_over_mktcap,4
idit_over_mktcap_d,25
intan,4
intan_over_act_d,25
intan_over_invt,7
intan_over_invt_pd,3
intan_over_ppent_d,25
intan_over_lt_d,25
intan_over_lct_d,25
intan_over_dltt,2
intan_over_dltt_pd,25
intan_over_seq_d,25
intan_over_icapt_d,25
intan_over_sale,3
intan_over_cogs_pd,5
intan_over_xsga,5
intan_over_xsga_d,25
intan_over_emp_d,25
intan_d_over_icapt,25
intan_pd_minus_pd_ceq,25
intc_over_invt_d,25
intc_over_lct,25
intc_over_lct_d,25
intc_over_dltt_d,25
intc_over_seq_d,25
intc_over_cogs_d,25
intc_over_xsga,25
intc_over_mktcap_d,25
intc_d_over_ceq,25
intpn,5
intpn_over_act_d,25
intpn_over_invt,25
intpn_over_invt_d,25
intpn_over_invt_pd,25
intpn_over_ppent,25
intpn_over_lct_d,25
intpn_over_dltt,25
intpn_over_seq_d,25
intpn_over_icapt_d,6
intpn_over_sale_d,4
intpn_over_xsga,25
intpn_over_xsga_d,25
intpn_over_xsga_pd,25
intpn_over_emp,6
intpn_over_mktcap,25
intpn_over_mktcap_d,2
intpn_over_mktcap_pd,25
intpn_d_over_invt,25
intpn_d_over_dltt,25
intpn_d_over_mktcap,25
intpn_pd_minus_pd_at,25
intpn_pd_minus_pd_lct,7
intpn_pd_minus_pd_dltt,25
intpn_pd_minus_pd_cogs,25
invch_over_ppent,24
invch_over_dltt,5
invch_d_over_cogs,24
invfg_over_act_d,24
invfg_over_ppent_d,24
invfg_over_lt_d,5
invfg_over_lct_d,24
invfg_over_dltt,24
invfg_over_seq_d,24
invfg_over_icapt_d,24
invfg_over_cogs_d,24
invfg_over_xsga_d,24
invfg_over_emp_d,24
invfg_over_mktcap_d,24
invfg_d_over_dltt,6
invfg_d_over_sale,24
invo_over_at_d,3
invo_over_act_d,23
invo_over_ppent_d,23
invo_over_lt_d,2
invo_over_lct_d,22
invo_over_dltt_d,2
invo_over_seq_d,7
invo_over_icapt_d,4
invo_over_xsga_d,6
invo_over_mktcap_d,17
invo_d_over_ceq,17
invrm,17
invrm_over_act_d,2
invrm_over_ppent_d,17
invrm_over_lct_d,17
invrm_over_dltt,17
invrm_over_cogs,17
invrm_over_cogs_d,17
invrm_over_xsga_d,17
invrm_over_emp_d,17
invrm_d_over_dltt,17
invrm_d_over_xsga,4
invwip_over_at_d,17
invwip_over_act_d,17
invwip_over_ppent_d,17
invwip_over_lt_d,17
invwip_over_lct_d,2
invwip_over_dltt,8
invwip_over_seq_d,9
invwip_over_sale_d,9
invwip_over_xsga_d,9
invwip_over_emp_d,2
invwip_over_mktcap_d,9
invwip_d_over_cogs,9
itcb_over_invt_d,17
itcb_over_lct_d,17
itcb_over_dltt,17
itcb_over_dltt_d,17
itcb_over_ceq,17
itcb_over_ceq_d,17
itcb_over_sale,9
itcb_over_xsga_d,9
itcb_over_emp_d,9
itcb_d_over_invt,9
itcb_d_over_dltt,9
itcb_d_over_xsga,9
itci_over_ppent_d,3
itci_over_lt_d,12
itci_over_sale,9
itci_over_cogs_d,9
itci_over_emp_d,9
itci_d_over_act,9
ivaco_over_invt_d,11
ivaco_over_dltt_d,9
ivaco_over_ceq,9
ivaco_over_sale_d,9
ivaco_d_over_dltt,9
ivaeq_over_at_d,9
ivaeq_over_act_d,9
ivaeq_over_invt_d,9
ivaeq_over_ppent_d,9
ivaeq_over_lt_d,5
ivaeq_over_lct_d,9
ivaeq_over_dltt,9
ivaeq_over_dltt_d,7
ivaeq_over_ceq_d,6
ivaeq_over_sale_d,7
ivaeq_over_xsga,7
ivaeq_over_xsga_d,7
ivaeq_over_emp_d,4
ivaeq_over_mktcap_d,2
ivaeq_d_over_xsga,8
ivao_over_at_d,8
ivao_over_invt,8
ivao_over_invt_d,8
ivao_over_ppent_d,8
ivao_over_lct_d,8
ivao_over_dltt,7
ivao_over_dltt_d,4
ivao_over_ceq_d,8
ivao_over_sale_d,8
ivao_over_xsga_d,8
ivao_over_emp_d,8
ivao_over_mktcap_d,8
ivao_d_over_dltt,26
ivao_d_over_xsga,26
ivch_over_invt,26
ivch_over_dltt,26
ivch_over_dltt_d,26
ivch_over_emp_d,26
ivch_over_mktcap,26
ivch_over_mktcap_d,8
ivch_d_over_invt,26
ivch_d_over_dltt,8
ivch_d_over_xsga,7
ivncf,2
ivncf_over_invt,8
ivncf_over_dltt,9
ivncf_over_dltt_d,9
ivncf_over_sale,8
ivncf_over_xsga,2
ivncf_over_mktcap,4
ivncf_d_over_invt,26
ivncf_d_over_ppent,26
ivncf_d_over_dltt,26
ivncf_d_over_xsga,2
ivst_over_invt,26
ivst_over_invt_d,26
ivst_over_ppent_d,26
ivst_over_lt_d,3
ivst_over_dltt,7
ivst_over_dltt_d,26
ivst_over_seq_d,26
ivst_over_sale,5
ivst_over_cogs_d,26
ivst_over_xsga_d,26
ivst_over_mktcap_d,26
ivst_d_over_invt,26
ivst_d_over_dltt,26
ivst_d_over_icapt,26
ivstch_over_invt,5
ivstch_over_dltt,26
ivstch_d_over_dltt,4
lco_over_act,26
lco_over_lt,26
lco_over_lt_d,5
lco_over_lct,4
lco_over_lct_d,26
lco_over_dltt,26
lco_over_ceq,10
lco_over_ceq_d,10
lco_over_icapt_pd,10
lco_over_sale,10
lco_over_xsga,5
lco_over_emp,10
lco_over_emp_d,10
lco_over_mktcap_d,10
lco_d_over_invt,10
lco_d_over_lct,10
lco_d_over_dltt,10
lco_pd_minus_pd_act,8
lco_pd_minus_pd_sale,8
lco_pd_minus_pd_xsga,8
lcox,8
lcox_over_act_pd,8
lcox_over_invt,8
lcox_over_invt_pd,8
lcox_over_ppent_d,7
lcox_over_lt_d,8
lcox_over_lct_d,3
lcox_over_dltt,8
lcox_over_dltt_pd,8
lcox_over_ceq_d,5
lcox_over_icapt_d,8
lcox_over_sale,8
lcox_over_xsga,8
lcox_over_xsga_pd,8
lcox_over_emp_d,10
lcox_over_mktcap,8
lcox_over_mktcap_d,8
lcox_d_over_invt,8
lcox_d_over_dltt,10
lcox_d_over_cogs,10
lcox_pd_minus_pd_seq,10
lcoxdr_over_act_d,6
lcoxdr_over_invt,8
lcoxdr_over_invt_d,2
lcoxdr_over_lt_d,8
lcoxdr_over_lct_d,3
lcoxdr_over_dltt,8
lcoxdr_over_dltt_d,8
lcoxdr_over_ceq_d,6
lcoxdr_over_icapt_pd,26
lcoxdr_over_cogs_d,26
lcoxdr_over_xsga_d,26
lcoxdr_over_emp_d,26
lcoxdr_over_mktcap,26
lcoxdr_over_mktcap_d,4
lcoxdr_over_mktcap_pd,5
lcoxdr_d_over_invt,26
lcoxdr_d_over_ceq,7
lcoxdr_pd_minus_pd_ppent,26
lcoxdr_pd_minus_pd_lt,26
lcoxdr_pd_minus_pd_xsga,26
lifr_over_at_d,26
lifr_over_act_d,26
lifr_over_invt_d,26
lifr_over_ppent_d,26
lifr_over_lt_d,5
lifr_over_lct_d,26
lifr_over_dltt_d,26
lifr_over_ceq_d,26
lifr_over_icapt_d,3
lifr_over_cogs_d,26
lifr_over_emp_d,26
lifr_over_mktcap_d,26
lifr_d_over_icapt,26
lo_over_invt_d,26
lo_over_invt_pd,26
lo_over_dltt,26
lo_over_dltt_pd,26
lo_over_icapt_pd,26
lo_over_xsga,4
lo_over_emp_d,26
lo_over_mktcap,26
lo_over_mktcap_pd,26
lo_d_over_dltt,26
lo_d_over_mktcap,26
lo_pd_minus_pd_act,26
lo_pd_minus_pd_ppent,26
lo_pd_minus_pd_lt,26
lo_pd_minus_pd_lct,26
lo_pd_minus_pd_cogs,2
lo_pd_minus_pd_xsga,26
lo_pd_minus_pd_emp,26
loxdr_over_at_pd,4
loxdr_over_act_d,26
loxdr_over_invt,3
loxdr_over_ppent_d,6
loxdr_over_lt_d,5
loxdr_over_dltt_d,26
loxdr_over_seq,3
loxdr_over_seq_d,26
loxdr_over_icapt_d,26
loxdr_over_sale_pd,26
loxdr_over_cogs_d,26
loxdr_over_xsga_d,26
loxdr_over_emp,4
loxdr_over_emp_d,26
loxdr_d_over_invt,26
loxdr_d_over_seq,4
loxdr_pd_minus_pd_lct,26
loxdr_pd_minus_pd_dltt,26
lse_over_invt_d,26
lse_over_lct,26
lse_over_sale_d,26
lse_over_cogs_d,26
lse_over_emp_d,4
lse_pd_minus_pd_mktcap,26
mib_over_act,26
mib_over_act_d,26
mib_over_invt_d,26
mib_over_ppent_d,26
mib_over_lt_d,6
mib_over_lct_d,26
mib_over_dltt_d,2
mib_over_seq_d,26
mib_over_icapt_d,26
mib_over_sale_d,26
mib_over_xsga_d,26
mib_over_emp,26
mib_over_emp_d,26
mib_over_mktcap_d,26
mib_d_over_invt,26
mib_d_over_xsga,26
mii_over_act_d,26
mii_over_invt_d,26
mii_over_lt_d,26
mii_over_dltt_d,2
mii_over_ceq,7
mii_over_icapt_d,26
mii_over_cogs_d,26
mii_over_mktcap_d,7
mii_d_over_invt,26
mii_d_over_xsga,8
mrc1_over_at_d,4
mrc1_over_act_d,3
mrc1_over_invt,8
mrc1_over_invt_d,8
mrc1_over_ppent,5
mrc1_over_lt,8
mrc1_over_seq_pd,5
mrc1_over_icapt_pd,8
mrc1_over_sale_d,9
mrc1_over_cogs_d,9
mrc1_over_emp,9
mrc1_over_mktcap_d,2
mrc1_d_over_invt,10
mrc1_d_over_ppent,9
mrc1_d_over_dltt,9
mrc1_d_over_xsga,5
mrc1_pd_minus_pd_ppent,9
mrc1_pd_minus_pd_lct,9
mrc1_pd_minus_pd_dltt,9
mrc1_pd_minus_pd_xsga,9
mrc2_over_invt_d,10
mrc2_over_lt_d,9
mrc2_over_dltt_d,6
mrc2_over_sale_d,9
mrc2_over_cogs_d,9
mrc2_over_mktcap_pd,9
mrc2_d_over_invt,6
mrc2_d_over_dltt,9
mrc2_d_over_xsga,9
mrc2_pd_minus_pd_at,9
mrc2_pd_minus_pd_ppent,9
mrc2_pd_minus_pd_lct,12
mrc2_pd_minus_pd_seq,9
mrc2_pd_minus_pd_xsga,6
mrc2_pd_minus_pd_emp,9
mrc3_over_dltt_pd,12
mrc3_over_xsga,12
mrc3_over_xsga_pd,16
mrc3_over_emp,12
mrc3_over_mktcap_pd,12
mrc3_d_over_invt,12
mrc3_d_over_ppent,12
mrc3_d_over_dltt,5
mrc3_pd_minus_pd_at,2
mrc3_pd_minus_pd_invt,3
mrc3_pd_minus_pd_lt,9
mrc3_pd_minus_pd_lct,9
mrc3_pd_minus_pd_seq,16
mrc3_pd_minus_pd_sale,16
mrc3_pd_minus_pd_emp,16
mrc4_over_invt,9
mrc4_over_invt_d,3
mrc4_over_ppent,9
mrc4_over_dltt_d,2
mrc4_over_seq_d,16
mrc4_over_sale,16
mrc4_over_cogs_d,5
mrc4_over_xsga_d,16
mrc4_over_mktcap,16
mrc4_over_mktcap_pd,16
mrc4_d_over_invt,16
mrc4_d_over_dltt,9
mrc4_pd_minus_pd_invt,6
mrc4_pd_minus_pd_ppent,9
mrc4_pd_minus_pd_lt,9
mrc4_pd_minus_pd_lct,9
mrc4_pd_minus_pd_dltt,9
mrc4_pd_minus_pd_ceq,7
mrc4_pd_minus_pd_sale,10
mrc4_pd_minus_pd_emp,10
mrc5_over_at_d,6
mrc5_over_invt_d,9
mrc5_over_invt_pd,11
mrc5_over_ppent_d,11
mrc5_over_lt_d,11
mrc5_over_lct_d,11
mrc5_over_dltt_d,11
mrc5_over_ceq,11
mrc5_over_ceq_d,11
mrc5_over_cogs_d,11
mrc5_over_xsga,11
mrc5_over_xsga_d,11
mrc5_over_emp,11
mrc5_over_emp_d,7
mrc5_over_mktcap_d,5
mrc5_over_mktcap_pd,11
mrc5_d_over_invt,11
mrc5_d_over_xsga,11
mrc5_pd_minus_pd_ppent,11
mrc5_pd_minus_pd_lt,11
mrc5_pd_minus_pd_dltt,11
mrc5_pd_minus_pd_ceq,11
mrc5_pd_minus_pd_xsga,11
mrct_over_act,11
mrct_over_ppent_d,11
mrct_over_lct,6
mrct_over_lct_d,11
mrct_over_dltt,11
mrct_over_ceq_pd,11
mrct_over_icapt_pd,6
mrct_over_sale_d,11
mrct_over_cogs,11
mrct_over_xsga_d,7
mrct_over_emp_pd,11
mrct_d_over_invt,11
mrct_d_over_dltt,11
mrct_d_over_xsga,11
mrct_pd_minus_pd_act,11
mrct_pd_minus_pd_invt,11
mrct_pd_minus_pd_lt,4
mrct_pd_minus_pd_cogs,4
msa_over_ppent_d,11
msa_over_dltt_d,11
msa_over_sale,2
msa_over_mktcap_d,11
msa_d_over_invt,11
msa_d_over_dltt,14
msa_d_over_xsga,11
niadj_pd,11
niadj_over_at_d,11
niadj_over_invt_d,11
niadj_over_invt_pd,11
niadj_over_ppent_d,11
niadj_over_lt_d,11
niadj_over_sale_d,11
niadj_over_emp_d,11
niadj_over_mktcap_pd,11
niadj_d_over_invt,13
niadj_d_over_ppent,13
niadj_d_over_dltt,7
nopi,4
nopi_pd,19
nopi_over_invt,3
nopi_over_invt_d,19
nopi_over_invt_pd,13
nopi_over_ppent,13
nopi_over_lt_d,5
nopi_over_dltt,13
nopi_over_dltt_d,13
nopi_over_ceq_d,13
nopi_over_sale,13
nopi_over_xsga,13
nopi_over_xsga_d,13
nopi_over_mktcap,13
nopi_d_over_invt,19
nopi_d_over_dltt,19
nopi_d_over_mktcap,19
nopi_pd_minus_pd_dltt,19
nopi_pd_minus_pd_ceq,19
nopi_pd_minus_pd_mktcap,19
nopio_over_invt,13
nopio_over_dltt,7
nopio_over_dltt_d,13
nopio_over_xsga_d,7
nopio_over_mktcap,3
nopio_over_mktcap_d,13
nopio_d_over_invt,13
nopio_d_over_dltt,13
nopio_d_over_ceq,5
nopio_pd_minus_pd_icapt,2
np_over_lt_d,13
np_over_dltt_d,13
np_over_seq_d,13
np_over_xsga_d,13
np_over_mktcap,13
np_over_mktcap_d,4
np_d_over_dltt,13
oancf_over_at_d,13
oancf_over_invt_d,13
oancf_over_invt_pd,13
oancf_over_ppent,13
oancf_over_ppent_d,13
oancf_over_lt_d,13
oancf_over_dltt,2
oancf_over_dltt_pd,13
oancf_over_ceq_d,13
oancf_over_cogs,4
oancf_over_cogs_d,13
oancf_over_xsga_d,13
oancf_over_emp_d,13
oancf_over_mktcap_d,5
oancf_over_mktcap_pd,2
oancf_d_over_invt,13
oancf_d_over_dltt,13
oancf_pd_minus_pd_seq,5
oancf_pd_minus_pd_cogs,6
oiadp_over_act,13
oiadp_over_lct_pd,14
oiadp_over_mktcap_pd,14
oiadp_d_over_xsga,5
oiadp_d_over_mktcap,6
oiadp_pd_minus_pd_act,14
oiadp_pd_minus_pd_dltt,14
oiadp_pd_minus_pd_seq,14
oibdp_d_over_emp,14
oibdp_pd_minus_pd_lt,14
pi_pd,5
pi_over_invt_pd,6
pi_over_lct_d,5
pi_over_ceq_d,6
pi_over_cogs_d,2
pi_over_emp,15
pi_pd_minus_pd_mktcap,15
pidom,3
pidom_over_mktcap,15
pifo,15
pifo_over_mktcap,15
ppegt_pd,15
ppegt_over_ppent,15
ppegt_over_icapt,15
ppegt_over_cogs_d,15
ppegt_over_xsga_d,4
ppegt_d_over_sale,3
ppeveb_over_at_d,19
ppeveb_over_act_d,15
ppeveb_over_invt_d,15
ppeveb_over_lt_pd,15
ppeveb_over_lct_pd,15
ppeveb_over_sale_d,7
ppeveb_d_over_invt,15
ppeveb_d_over_dltt,3
prstkc_over_invt,15
prstkc_over_dltt,15
prstkc_over_dltt_d,15
prstkc_over_mktcap,3
prstkc_over_mktcap_d,15
prstkc_d_over_invt,15
prstkc_d_over_dltt,15
pstk_over_seq_d,15
pstk_over_sale_d,2
pstk_over_mktcap_d,15
pstk_d_over_invt,15
pstk_d_over_lt,5
pstkc_over_act_d,15
pstkc_over_invt,15
pstkc_over_invt_d,6
pstkc_over_ppent_d,15
pstkc_over_lt_d,15
pstkc_over_dltt,4
pstkc_over_dltt_d,14
pstkc_over_ceq,15
pstkc_over_seq_d,14
pstkc_over_icapt_d,14
pstkc_over_cogs_d,14
pstkc_over_xsga,14
pstkc_over_xsga_d,14
pstkc_over_emp_d,14
pstkc_d_over_invt,14
pstkc_d_over_lt,5
pstkl_over_at_d,14
pstkl_over_act_d,3
pstkl_over_ppent_d,14
pstkl_over_lt_d,14
pstkl_over_lct_d,19
pstkl_over_dltt_d,14
pstkl_over_ceq_d,19
pstkl_over_cogs_d,19
pstkl_over_xsga_d,14
pstkl_over_emp_d,5
pstkl_d_over_lt,4
pstkn_over_at_d,5
pstkn_over_act_d,20
pstkn_over_invt_d,20
pstkn_over_ppent,20
pstkn_over_ppent_d,20
pstkn_over_lt_d,15
pstkn_over_lct_d,15
pstkn_over_dltt_d,5
pstkn_over_ceq_d,15
pstkn_over_icapt_d,15
pstkn_over_sale_d,15
pstkn_over_cogs_d,15
pstkn_over_xsga_d,15
pstkn_over_emp_d,15
pstkn_over_mktcap_d,4
pstkn_d_over_mktcap,15
pstkr_over_act_d,5
pstkr_over_invt_d,15
pstkr_over_lct_d,15
pstkr_over_dltt,15
pstkr_over_dltt_d,4
pstkr_over_icapt_d,6
pstkr_over_cogs_d,15
pstkr_over_emp_d,20
pstkr_over_mktcap_d,20
pstkr_d_over_invt,20
pstkr_d_over_ceq,20
pstkr_d_over_cogs,2
pstkrv_over_invt,20
pstkrv_over_invt_d,20
pstkrv_over_dltt,20
pstkrv_over_sale,20
pstkrv_over_xsga,20
pstkrv_d_over_invt,20
rdip_over_invt,20
rdip_over_invt_d,20
rdip_over_ppent_d,20
rdip_over_dltt,15
rdip_over_xsga,15
re_over_act_d,15
re_over_ppent_d,2
re_over_ppent_pd,16
re_over_lct_d,16
re_over_lct_pd,18
re_over_seq_d,18
re_over_seq_pd,18
re_over_icapt_d,16
re_over_icapt_pd,16
re_over_sale_d,2
re_over_cogs_d,16
re_over_emp_d,16
re_over_emp_pd,6
re_over_mktcap_d,5
re_d_over_invt,16
re_d_over_dltt,16
re_pd_minus_pd_lt,16
re_pd_minus_pd_cogs,16
re_pd_minus_pd_xsga,16
rea_over_invt,16
rea_over_dltt,16
rea_d_over_sale,16
reajo_over_invt_d,18
reajo_over_lct_d,16
reajo_over_dltt_d,18
reajo_over_seq_d,18
reajo_over_mktcap,18
reajo_over_mktcap_d,18
reajo_d_over_seq,18
recch,2
recch_over_invt,18
recch_over_dltt,18
recch_over_dltt_d,2
recch_over_sale,6
recch_d_over_invt,18
recch_d_over_dltt,18
recch_d_over_cogs,18
recco_over_act_d,6
recco_over_invt,18
recco_over_invt_d,18
recco_over_ppent_d,18
recco_over_lt_d,18
recco_over_lct_d,18
recco_over_dltt,18
recco_over_dltt_d,18
recco_over_seq_d,18
recco_over_sale,17
recco_over_sale_d,6
recco_over_xsga_d,16
recco_over_mktcap_d,6
recco_d_over_invt,17
recco_d_over_dltt,4
recco_d_over_xsga,6
recd,17
recd_over_invt,17
recd_over_invt_d,17
recd_over_ppent,16
recd_over_ppent_d,16
recd_over_lct_pd,16
recd_over_dltt,16
recd_over_dltt_d,15
recd_over_icapt_pd,15
recd_over_sale_d,15
recd_over_xsga,15
recd_over_emp,15
recd_over_emp_d,15
recd_over_mktcap,3
recd_over_mktcap_pd,15
recd_d_over_invt,16
recd_d_over_dltt,16
recd_pd_minus_pd_act,4
recd_pd_minus_pd_lt,2
recd_pd_minus_pd_dltt,16
recd_pd_minus_pd_cogs,7
recd_pd_minus_pd_xsga,4
rect_over_at_d,6
rect_over_act_pd,4
rect_over_invt,6
rect_over_ppent,16
rect_over_lt_d,16
rect_over_lct_d,15
rect_over_ceq_d,15
rect_over_icapt_d,15
rect_over_sale,3
rect_over_mktcap,18
rect_over_mktcap_d,15
rect_pd_minus_pd_invt,18
rect_pd_minus_pd_xsga,2
recta,5
recta_over_at_d,18
recta_over_invt_d,18
recta_over_dltt_d,18
recta_d_over_invt,20
recta_d_over_dltt,20
rectr,18
rectr_over_act,18
rectr_over_act_d,6
rectr_over_invt_d,18
rectr_over_ppent_pd,3
rectr_over_lt,4
rectr_over_dltt,18
rectr_over_dltt_d,21
rectr_over_ceq_pd,6
rectr_over_seq,5
rectr_over_icapt_pd,21
rectr_over_sale_d,21
rectr_over_cogs_d,18
rectr_over_xsga_d,18
rectr_over_mktcap_pd,2
rectr_d_over_invt,18
rectr_d_over_dltt,18
rectr_d_over_sale,18
rectr_pd_minus_pd_lt,18
rectr_pd_minus_pd_dltt,2
rectr_pd_minus_pd_emp,4
reuna_pd,18
reuna_over_at_d,7
reuna_over_invt,18
reuna_over_invt_d,18
reuna_over_ppent,18
reuna_over_dltt_d,18
reuna_over_xsga_d,6
reuna_over_mktcap,4
reuna_d_over_lct,18
reuna_pd_minus_pd_at,18
reuna_pd_minus_pd_ceq,18
reuna_pd_minus_pd_mktcap,18
revt_over_at,18
revt_over_act_pd,18
revt_over_ceq_pd,18
revt_over_icapt_pd,5
siv_over_invt,18
siv_over_invt_d,18
siv_over_lct_d,18
siv_over_dltt,18
siv_over_dltt_d,18
siv_over_xsga,18
siv_over_xsga_d,18
siv_over_emp_d,18
siv_over_mktcap_d,18
siv_d_over_dltt,18
spi_over_invt,18
spi_over_dltt,19
spi_over_seq_d,19
spi_over_mktcap,3
spi_d_over_invt,19
sppe_over_dltt_d,4
sppe_over_xsga,3
sppiv_over_lt,3
sppiv_over_dltt_d,19
sppiv_d_over_invt,2
sstk,5
sstk_pd,4
sstk_over_invt,19
sstk_over_invt_d,19
sstk_over_invt_pd,19
sstk_over_ppent,19
sstk_over_dltt_d,5
sstk_over_dltt_pd,19
sstk_over_emp,7
sstk_d_over_lt,19
sstk_pd_minus_pd_mktcap,2
tlcf,19
tlcf_pd,19
tlcf_over_act_pd,19
tlcf_over_invt,19
tlcf_over_ppent,18
tlcf_over_ppent_d,18
tlcf_over_ppent_pd,18
tlcf_over_dltt,6
tlcf_over_dltt_d,18
tlcf_over_seq_d,4
tlcf_over_cogs_d,18
tlcf_over_cogs_pd,18
tlcf_over_xsga,18
tlcf_over_xsga_d,18
tlcf_over_emp_d,18
tlcf_over_mktcap_pd,21
tlcf_pd_minus_pd_lt,21
tlcf_pd_minus_pd_ceq,5
tstk_over_invt,21
tstk_over_invt_d,21
tstk_over_lt_d,4
tstk_over_lct_d,5
tstk_over_sale_d,21
tstk_over_mktcap_d,21
tstkc_over_act_d,21
tstkc_over_dltt,21
tstkc_over_dltt_d,21
tstkc_over_ceq_d,21
tstkc_over_icapt_d,21
tstkc_over_xsga_d,6
tstkc_over_emp_d,21
tstkc_d_over_mktcap,6
tstkp,21
tstkp_over_at_d,21
tstkp_over_act,21
tstkp_over_act_d,21
tstkp_over_invt_d,18
tstkp_over_ppent_d,18
tstkp_over_lt,18
tstkp_over_dltt_d,18
tstkp_over_ceq_d,18
tstkp_over_seq,18
tstkp_over_icapt,18
tstkp_over_sale,14
tstkp_over_sale_d,19
tstkp_over_cogs_d,19
tstkp_over_xsga_d,19
tstkp_over_emp,19
tstkp_over_mktcap_d,19
tstkp_d_over_invt,19
tstkp_d_over_dltt,19
tstkp_d_over_ceq,19
tstkp_d_over_xsga,19
txach_over_mktcap,19
