feature,ranking
reuna_over_xsga_d,1
reuna_over_mktcap,1
revt_over_icapt_pd,1
spi_over_dltt_d,1
spi_over_mktcap,1
sppe_over_dltt,1
sppe_over_dltt_d,1
sppe_over_xsga,1
sppe_d_over_sale,1
sppiv_over_lt,1
sppiv_d_over_invt,1
sstk,1
sstk_pd,1
sstk_over_dltt,1
sstk_over_dltt_d,1
sstk_over_seq,1
sstk_over_seq_d,1
sstk_over_xsga,1
sstk_over_emp,1
sstk_d_over_dltt,1
sstk_pd_minus_pd_mktcap,1
tlcf_over_lct_d,1
tlcf_over_dltt,1
tlcf_over_seq_d,1
tlcf_over_sale_d,1
tlcf_over_mktcap_d,1
tlcf_d_over_at,1
tlcf_d_over_dltt,1
tlcf_pd_minus_pd_ceq,1
tstk_over_lt_d,1
tstk_over_lct_d,1
tstk_over_mktcap,1
tstkc_over_ppent_d,1
tstkc_over_xsga_d,1
tstkc_d_over_mktcap,1
tstkp_over_lt_d,1
tstkp_over_lct_d,1
tstkp_over_emp_d,1
txbco_over_dltt,1
txbco_over_dltt_d,1
txc_over_invt,1
txc_over_dltt,1
txc_over_xsga,1
txc_over_mktcap,1
txdb_over_lt_d,1
txdb_over_mktcap_d,1
txdbca_over_invt,1
txdbcl_over_dltt,1
txdc_over_dltt_d,1
txdfed_over_mktcap,1
txdfo_over_dltt,1
txdfo_over_seq_d,1
txdi_over_lct_d,1
txdi_over_emp,1
txditc_over_at_d,1
txditc_over_lct_pd,1
txditc_over_seq_d,1
txditc_over_mktcap,1
txditc_over_mktcap_pd,1
txditc_d_over_sale,1
txds_over_act_d,1
txds_over_mktcap,1
txfed_over_seq,1
txfo_over_lct_d,1
txndb_over_act,1
txndb_over_ppent_d,1
txndb_d_over_mktcap,1
txndba_over_invt,1
txndba_over_ppent_pd,1
txndba_over_cogs,1
txndba_over_xsga,1
txndba_over_emp,1
txndba_over_mktcap,1
txndba_d_over_mktcap,1
txndbl_over_dltt,1
txndbl_over_xsga_d,1
txndbl_over_emp,1
txndbl_d_over_lct,1
txndbr_over_dltt_d,1
txndbr_over_xsga_d,1
txndbr_d_over_xsga,1
txo_over_ceq_d,1
txo_over_seq,1
txp_over_mktcap_d,1
txpd,1
txpd_over_invt,1
txpd_over_ppent,1
txpd_over_ceq_d,1
txpd_over_mktcap,1
txpd_over_mktcap_d,1
txr_over_lt_d,1
txr_over_dltt,1
txr_over_dltt_d,1
txr_d_over_dltt,1
txs_over_mktcap_d,1
txs_pd_minus_pd_lct,1
txs_pd_minus_pd_ceq,1
txt_over_invt,1
txt_over_seq_d,1
txt_over_mktcap_d,1
txt_pd_minus_pd_xsga,1
txw_over_at_d,1
txw_over_ppent_d,1
txw_over_ceq_d,1
txw_over_cogs_d,1
txw_d_over_invt,1
wcap,1
wcap_over_invt_d,1
wcap_over_invt_pd,1
wcap_over_ceq,1
wcap_over_icapt_pd,1
wcap_over_sale_d,1
wcap_over_emp_d,1
wcap_over_mktcap_d,1
wcap_pd_minus_pd_ceq,1
wcap_pd_minus_pd_emp,1
xacc,1
xacc_over_lct,1
xacc_over_ceq_d,1
xacc_over_seq,1
xacc_over_mktcap,1
xacc_over_mktcap_d,1
xacc_d_over_dltt,1
xacc_pd_minus_pd_ppent,1
xacc_pd_minus_pd_lt,1
xi_d_over_dltt,1
xidoc_d_over_dltt,1
xint_over_invt,1
xint_over_invt_pd,1
xint_over_ppent,1
xint_over_xsga_d,1
xint_over_emp_d,1
xint_over_mktcap,1
xint_over_mktcap_d,1
xint_over_mktcap_pd,1
xint_d_over_mktcap,1
xopr,1
xopr_over_invt,1
xopr_over_sale_d,1
xopr_d_over_invt,1
xopr_d_over_xsga,1
xopr_pd_minus_pd_cogs,1
xpr,1
xpr_over_invt,1
xpr_over_ppent,1
xpr_over_ppent_pd,1
xpr_over_dltt_d,1
xpr_over_icapt_d,1
xpr_over_sale_d,1
xpr_over_cogs,1
xpr_over_cogs_pd,1
xpr_over_xsga,1
xpr_over_emp,1
xpr_over_emp_d,1
xpr_over_mktcap,1
xpr_over_mktcap_pd,1
xpr_d_over_invt,1
xpr_d_over_ppent,1
xpr_d_over_dltt,1
xpr_d_over_xsga,1
xpr_pd_minus_pd_at,1
xpr_pd_minus_pd_invt,1
xpr_pd_minus_pd_lt,1
xpr_pd_minus_pd_dltt,1
xpr_pd_minus_pd_seq,1
xrd_over_ceq_d,1
xrd_over_icapt_pd,1
xrd_over_xsga,1
xrd_over_mktcap,1
xrd_over_mktcap_pd,1
xrd_d_over_xsga,1
xrd_pd_minus_pd_act,1
xrd_pd_minus_pd_lt,1
xrd_pd_minus_pd_emp,1
xrent,1
xrent_over_at_d,1
xrent_over_act,1
xrent_over_invt_d,1
xrent_over_lct,1
xrent_over_lct_pd,1
xrent_over_dltt_pd,1
xrent_over_ceq,1
xrent_over_seq_d,1
xrent_over_icapt_d,1
xrent_over_sale,1
xrent_over_sale_d,1
xrent_over_cogs_d,1
xrent_over_xsga,1
xrent_over_mktcap,1
xrent_over_mktcap_d,1
xrent_d_over_invt,1
xrent_d_over_dltt,1
xrent_d_over_sale,1
xrent_pd_minus_pd_act,1
