feature,ranking
lco_over_dltt,20
lco_over_ceq,5
lco_over_ceq_d,5
lco_over_icapt_pd,5
lco_over_sale,5
lco_over_emp,5
lco_over_emp_d,5
lco_over_mktcap_d,5
lco_d_over_invt,5
lco_d_over_lct,5
lco_d_over_dltt,5
lco_pd_minus_pd_act,5
lco_pd_minus_pd_sale,5
lco_pd_minus_pd_xsga,5
lcox,5
lcox_over_act_pd,5
lcox_over_invt,5
lcox_over_invt_pd,5
lcox_over_ppent_d,5
lcox_over_lt_d,3
lcox_over_dltt,4
lcox_over_dltt_pd,4
lcox_over_icapt_d,4
lcox_over_sale,4
lcox_over_xsga,4
lcox_over_xsga_pd,4
lcox_over_emp_d,4
lcox_over_mktcap,4
lcox_over_mktcap_d,4
lcox_d_over_invt,4
lcox_d_over_dltt,4
lcox_d_over_cogs,3
lcox_pd_minus_pd_seq,3
lcoxdr_over_dltt,6
lcoxdr_over_dltt_d,6
lcoxdr_over_icapt_pd,20
lcoxdr_over_cogs_d,20
lcoxdr_over_xsga_d,20
lcoxdr_over_emp_d,20
lcoxdr_over_mktcap,20
lcoxdr_d_over_invt,20
lcoxdr_pd_minus_pd_ppent,20
lcoxdr_pd_minus_pd_lt,20
lcoxdr_pd_minus_pd_xsga,20
lifr_over_at_d,20
lifr_over_act_d,20
lifr_over_invt_d,20
lifr_over_ppent_d,20
lifr_over_lct_d,20
lifr_over_dltt_d,20
lifr_over_ceq_d,20
lifr_over_cogs_d,20
lifr_over_emp_d,20
lifr_over_mktcap_d,20
lifr_d_over_icapt,20
lo_over_invt_d,20
lo_over_invt_pd,20
lo_over_dltt,20
lo_over_dltt_pd,20
lo_over_icapt_pd,20
lo_over_emp_d,20
lo_over_mktcap,20
lo_over_mktcap_pd,20
lo_d_over_dltt,20
lo_d_over_mktcap,20
lo_pd_minus_pd_act,20
lo_pd_minus_pd_ppent,20
lo_pd_minus_pd_lt,20
lo_pd_minus_pd_lct,20
lo_pd_minus_pd_xsga,20
lo_pd_minus_pd_emp,20
loxdr_over_act_d,20
loxdr_over_dltt_d,20
loxdr_over_seq_d,20
loxdr_over_icapt_d,20
loxdr_over_sale_pd,20
loxdr_over_cogs_d,20
loxdr_over_xsga_d,20
loxdr_over_emp_d,20
loxdr_d_over_invt,20
loxdr_pd_minus_pd_lct,20
loxdr_pd_minus_pd_dltt,20
lse_over_invt_d,20
lse_over_lct,20
lse_over_sale_d,20
lse_over_cogs_d,20
lse_pd_minus_pd_mktcap,20
mib_over_act,20
mib_over_act_d,20
mib_over_invt_d,20
mib_over_ppent_d,20
mib_over_lct_d,20
mib_over_seq_d,20
mib_over_icapt_d,20
mib_over_sale_d,20
mib_over_xsga_d,20
mib_over_emp,20
mib_over_emp_d,20
mib_over_mktcap_d,20
mib_d_over_invt,20
mib_d_over_xsga,20
mii_over_act_d,20
mii_over_invt_d,20
mii_over_lt_d,20
mii_over_icapt_d,20
mii_over_cogs_d,20
mii_d_over_invt,20
mrc1_over_lt,4
mrc1_over_icapt_pd,3
mrc1_over_sale_d,3
mrc1_over_cogs_d,3
mrc1_over_emp,3
mrc1_d_over_invt,3
mrc1_d_over_ppent,3
mrc1_d_over_dltt,3
mrc1_pd_minus_pd_ppent,3
mrc1_pd_minus_pd_dltt,3
mrc1_pd_minus_pd_xsga,3
mrc2_over_invt_d,4
mrc2_over_lt_d,4
mrc2_over_sale_d,3
mrc2_over_cogs_d,6
mrc2_over_mktcap_pd,6
mrc2_d_over_dltt,3
mrc2_d_over_xsga,3
mrc2_pd_minus_pd_at,3
mrc2_pd_minus_pd_ppent,3
mrc2_pd_minus_pd_lct,3
mrc2_pd_minus_pd_seq,6
mrc2_pd_minus_pd_emp,6
mrc3_over_dltt_pd,6
mrc3_over_xsga,3
mrc3_over_xsga_pd,3
mrc3_over_emp,3
mrc3_over_mktcap_pd,3
mrc3_d_over_invt,3
mrc3_d_over_ppent,3
mrc3_pd_minus_pd_lt,3
mrc3_pd_minus_pd_lct,3
mrc3_pd_minus_pd_seq,3
mrc3_pd_minus_pd_sale,3
mrc3_pd_minus_pd_emp,4
mrc4_over_invt,4
mrc4_over_ppent,4
mrc4_over_seq_d,4
mrc4_over_sale,3
mrc4_over_xsga_d,3
mrc4_over_mktcap,4
mrc4_over_mktcap_pd,3
mrc4_d_over_invt,5
mrc4_d_over_dltt,3
mrc4_pd_minus_pd_ppent,3
mrc4_pd_minus_pd_lt,3
mrc4_pd_minus_pd_lct,3
mrc4_pd_minus_pd_emp,2
mrc5_over_invt_d,2
mrc5_over_ppent_d,10
mrc5_over_lt_d,10
mrc5_over_lct_d,10
mrc5_over_dltt_d,10
mrc5_over_ceq,10
mrc5_over_ceq_d,10
mrc5_over_cogs_d,10
mrc5_over_xsga,10
mrc5_over_xsga_d,10
mrc5_over_emp,10
mrc5_d_over_xsga,10
mrc5_pd_minus_pd_ppent,10
mrc5_pd_minus_pd_lt,10
mrc5_pd_minus_pd_dltt,10
mrc5_pd_minus_pd_ceq,10
mrc5_pd_minus_pd_xsga,10
mrct_over_act,10
mrct_over_dltt,2
mrct_over_ceq_pd,2
mrct_pd_minus_pd_invt,4
msa_over_ppent_d,4
msa_over_dltt_d,4
msa_over_mktcap_d,4
msa_d_over_invt,4
msa_d_over_dltt,4
msa_d_over_xsga,4
niadj_pd,4
niadj_over_at_d,4
niadj_over_invt_d,4
niadj_over_invt_pd,4
niadj_over_ppent_d,4
niadj_over_lt_d,4
niadj_over_sale_d,4
niadj_over_mktcap_pd,8
niadj_d_over_invt,7
niadj_d_over_ppent,7
nopi_pd,13
nopi_over_invt_d,13
nopi_over_invt_pd,13
nopi_over_ppent,7
nopi_over_dltt,7
nopi_over_dltt_d,7
nopi_over_ceq_d,7
nopi_over_sale,7
nopi_over_xsga,7
nopi_over_xsga_d,7
nopi_over_mktcap,7
nopi_d_over_invt,13
nopi_d_over_dltt,13
nopi_d_over_mktcap,13
nopi_pd_minus_pd_dltt,13
nopi_pd_minus_pd_ceq,13
nopi_pd_minus_pd_mktcap,13
nopio_over_invt,13
nopio_over_dltt_d,7
nopio_over_mktcap_d,7
nopio_d_over_invt,7
nopio_d_over_dltt,7
np_over_lt_d,7
np_over_dltt_d,7
np_over_seq_d,7
np_over_xsga_d,7
np_over_mktcap,7
np_d_over_dltt,7
oancf_over_at_d,7
oancf_over_invt_d,7
oancf_over_invt_pd,7
oancf_over_ppent,7
oancf_over_ppent_d,7
oancf_over_lt_d,7
oancf_over_dltt_pd,7
oancf_over_ceq_d,7
oancf_over_cogs_d,7
oancf_over_xsga_d,7
oancf_over_emp_d,7
oancf_d_over_invt,7
oancf_d_over_dltt,7
oiadp_over_act,8
oiadp_over_lct_pd,8
oiadp_over_mktcap_pd,8
oiadp_pd_minus_pd_act,8
oiadp_pd_minus_pd_dltt,8
oiadp_pd_minus_pd_seq,8
oibdp_d_over_emp,9
oibdp_pd_minus_pd_lt,9
pi_over_emp,10
pi_pd_minus_pd_mktcap,9
pidom_over_mktcap,9
pifo,9
pifo_over_mktcap,9
ppegt_pd,9
ppegt_over_ppent,9
ppegt_over_icapt,9
ppegt_over_cogs_d,9
ppeveb_over_at_d,13
ppeveb_over_act_d,9
ppeveb_over_invt_d,9
ppeveb_over_lt_pd,9
ppeveb_over_lct_pd,9
ppeveb_d_over_invt,9
prstkc_over_invt,9
prstkc_over_dltt,9
prstkc_over_dltt_d,9
prstkc_over_mktcap_d,10
prstkc_d_over_invt,9
prstkc_d_over_dltt,9
pstk_over_seq_d,9
pstk_over_mktcap_d,9
pstk_d_over_invt,9
pstkc_over_act_d,9
pstkc_over_invt,9
pstkc_over_ppent_d,9
pstkc_over_lt_d,9
pstkc_over_dltt_d,9
pstkc_over_ceq,8
pstkc_over_seq_d,8
pstkc_over_icapt_d,8
pstkc_over_cogs_d,8
pstkc_over_xsga,8
pstkc_over_xsga_d,8
pstkc_over_emp_d,11
pstkc_d_over_invt,11
pstkl_over_at_d,11
pstkl_over_ppent_d,8
pstkl_over_lt_d,8
pstkl_over_lct_d,11
pstkl_over_dltt_d,11
pstkl_over_ceq_d,13
pstkl_over_cogs_d,13
pstkl_over_xsga_d,11
pstkn_over_act_d,14
pstkn_over_invt_d,14
pstkn_over_ppent,14
pstkn_over_ppent_d,11
pstkn_over_lt_d,11
pstkn_over_lct_d,11
pstkn_over_ceq_d,11
pstkn_over_icapt_d,11
pstkn_over_sale_d,11
pstkn_over_cogs_d,11
pstkn_over_xsga_d,11
pstkn_over_emp_d,11
pstkn_d_over_mktcap,11
pstkr_over_invt_d,11
pstkr_over_lct_d,8
pstkr_over_dltt,7
pstkr_over_cogs_d,14
pstkr_over_emp_d,14
pstkr_over_mktcap_d,14
pstkr_d_over_invt,14
pstkr_d_over_ceq,14
pstkrv_over_invt,14
pstkrv_over_invt_d,14
pstkrv_over_dltt,14
pstkrv_over_sale,14
pstkrv_over_xsga,14
pstkrv_d_over_invt,14
rdip_over_invt,14
rdip_over_invt_d,14
rdip_over_ppent_d,7
rdip_over_dltt,9
rdip_over_xsga,9
re_over_act_d,9
re_over_ppent_pd,9
re_over_lct_d,9
re_over_lct_pd,12
re_over_seq_d,12
re_over_seq_pd,12
re_over_icapt_d,9
re_over_icapt_pd,9
re_over_cogs_d,9
re_over_emp_d,9
re_d_over_invt,9
re_d_over_dltt,9
re_pd_minus_pd_lt,9
re_pd_minus_pd_cogs,9
re_pd_minus_pd_xsga,9
rea_over_invt,9
rea_over_dltt,7
rea_d_over_sale,9
reajo_over_invt_d,12
reajo_over_lct_d,9
reajo_over_dltt_d,12
reajo_over_seq_d,12
reajo_over_mktcap,12
reajo_over_mktcap_d,12
reajo_d_over_seq,12
recch_over_invt,12
recch_over_dltt,12
recch_d_over_invt,12
recch_d_over_dltt,12
recch_d_over_cogs,12
recco_over_invt,12
recco_over_invt_d,12
recco_over_ppent_d,12
recco_over_lt_d,12
recco_over_lct_d,12
recco_over_dltt,12
recco_over_dltt_d,12
recco_over_seq_d,12
recco_over_sale,9
recco_over_xsga_d,9
recco_d_over_invt,9
recd,9
recd_over_invt,9
recd_over_invt_d,9
recd_over_ppent,9
recd_over_ppent_d,9
recd_over_lct_pd,9
recd_over_dltt,9
recd_over_dltt_d,9
recd_over_icapt_pd,9
recd_over_sale_d,9
recd_over_xsga,11
recd_over_emp,9
recd_over_emp_d,11
recd_over_mktcap_pd,11
recd_d_over_invt,11
recd_d_over_dltt,11
recd_pd_minus_pd_dltt,11
rect_over_ppent,11
rect_over_lt_d,11
rect_over_lct_d,11
rect_over_ceq_d,11
rect_over_icapt_d,11
rect_over_mktcap,12
rect_over_mktcap_d,11
rect_pd_minus_pd_invt,12
recta_over_at_d,12
recta_over_invt_d,12
recta_over_dltt_d,12
recta_d_over_invt,14
recta_d_over_dltt,14
rectr,12
rectr_over_act,12
rectr_over_invt_d,12
rectr_over_dltt,12
rectr_over_dltt_d,15
rectr_over_icapt_pd,15
rectr_over_sale_d,15
rectr_over_cogs_d,12
rectr_over_xsga_d,12
rectr_d_over_invt,12
rectr_d_over_dltt,12
rectr_d_over_sale,12
rectr_pd_minus_pd_lt,12
reuna_pd,12
reuna_over_invt,12
reuna_over_invt_d,12
reuna_over_ppent,12
reuna_over_dltt_d,12
reuna_d_over_lct,12
reuna_pd_minus_pd_at,12
reuna_pd_minus_pd_ceq,12
reuna_pd_minus_pd_mktcap,12
revt_over_at,12
revt_over_act_pd,12
revt_over_ceq_pd,12
siv_over_invt,12
siv_over_invt_d,12
siv_over_lct_d,12
siv_over_dltt,12
siv_over_dltt_d,12
siv_over_xsga,12
siv_over_xsga_d,12
siv_over_emp_d,12
siv_over_mktcap_d,12
siv_d_over_dltt,12
spi_over_invt,13
spi_over_dltt,13
spi_over_seq_d,13
spi_d_over_invt,13
sppiv_over_dltt_d,13
sstk_over_invt,13
sstk_over_invt_d,13
sstk_over_invt_pd,13
sstk_over_ppent,13
sstk_over_dltt_pd,13
sstk_d_over_lt,13
tlcf,13
tlcf_pd,13
tlcf_over_act_pd,12
tlcf_over_invt,12
tlcf_over_ppent,12
tlcf_over_ppent_d,12
tlcf_over_ppent_pd,12
tlcf_over_dltt_d,12
tlcf_over_cogs_d,12
tlcf_over_cogs_pd,12
tlcf_over_xsga,12
tlcf_over_xsga_d,12
tlcf_over_emp_d,15
tlcf_over_mktcap_pd,15
tlcf_pd_minus_pd_lt,15
tstk_over_invt,15
tstk_over_invt_d,15
tstk_over_sale_d,15
tstk_over_mktcap_d,15
tstkc_over_act_d,15
tstkc_over_dltt,15
tstkc_over_dltt_d,15
tstkc_over_ceq_d,15
tstkc_over_icapt_d,15
tstkc_over_emp_d,15
tstkp,15
tstkp_over_at_d,15
tstkp_over_act,15
tstkp_over_act_d,12
tstkp_over_invt_d,12
tstkp_over_ppent_d,12
tstkp_over_lt,12
tstkp_over_dltt_d,12
tstkp_over_ceq_d,12
tstkp_over_seq,12
tstkp_over_icapt,12
tstkp_over_sale,13
tstkp_over_sale_d,13
tstkp_over_cogs_d,13
tstkp_over_xsga_d,13
tstkp_over_emp,13
tstkp_over_mktcap_d,13
tstkp_d_over_invt,13
tstkp_d_over_dltt,13
tstkp_d_over_ceq,13
tstkp_d_over_xsga,13
txach_over_mktcap,13
txach_d_over_mktcap,13
txbco_over_sale,13
txbco_over_mktcap_d,13
txbco_d_over_invt,13
txbco_d_over_dltt,13
txc_over_invt_d,13
txc_over_lt_d,14
txc_over_dltt_d,14
txc_over_seq_d,14
txc_over_emp,14
txc_over_mktcap_d,14
txc_d_over_mktcap,14
txc_pd_minus_pd_invt,14
txc_pd_minus_pd_lct,13
txc_pd_minus_pd_dltt,13
txc_pd_minus_pd_seq,13
txc_pd_minus_pd_mktcap,13
txdb_over_invt,13
txdb_over_ppent_d,13
txdb_over_dltt_d,13
txdb_pd_minus_pd_seq,13
txdba_over_invt_d,13
txdba_over_lct_d,13
txdba_over_dltt,13
txdba_over_dltt_d,13
txdba_over_seq_d,13
txdba_over_cogs_d,13
txdba_over_xsga,13
txdba_over_mktcap_d,13
txdba_d_over_mktcap,13
txdbca,11
txdbca_over_act_d,11
txdbca_over_invt_d,11
txdbca_over_ppent_d,11
txdbca_over_lt_d,11
txdbca_over_lct_d,16
txdbca_over_dltt,16
txdbca_over_dltt_d,16
txdbca_over_icapt_d,16
txdbca_over_cogs_d,16
txdbca_over_xsga,16
txdbca_over_xsga_d,16
txdbca_over_emp,16
txdbca_over_mktcap,16
txdbca_over_mktcap_d,16
txdbca_d_over_act,16
txdbcl_over_invt,16
txdbcl_over_dltt_d,16
txdbcl_over_sale_d,16
txdbcl_over_xsga,16
txdbcl_over_mktcap,16
txdbcl_over_mktcap_d,16
txdbcl_d_over_dltt,16
txdc_over_invt_d,16
txdc_over_lct_d,16
txdc_over_dltt,16
txdc_over_mktcap,16
txdc_d_over_dltt,16
txdfed_over_act_d,16
txdfed_over_dltt,16
txdfed_over_dltt_d,16
txdfed_d_over_invt,16
txdfed_d_over_dltt,16
txdfo_d_over_dltt,16
txdi_over_dltt_d,16
txdi_d_over_invt,16
txdi_d_over_dltt,16
txditc_over_act_d,16
txditc_over_invt_d,17
txditc_over_lct_d,17
txditc_over_dltt,17
txditc_over_cogs_d,17
txditc_over_cogs_pd,17
txditc_over_xsga_d,17
txditc_over_emp_d,17
txditc_pd_minus_pd_act,17
txds_over_invt_d,17
txds_over_dltt,17
txds_over_dltt_d,17
txds_d_over_dltt,17
txfed_over_dltt,17
txfed_over_xsga_d,17
txfed_over_emp_d,17
txfed_d_over_invt,17
txfed_d_over_dltt,17
txfed_pd_minus_pd_at,17
txfo_over_at_d,17
txfo_over_invt_d,17
txfo_over_dltt,17
txfo_over_dltt_d,17
txfo_over_mktcap,17
txfo_over_mktcap_d,17
txfo_d_over_dltt,17
txfo_d_over_emp,17
txndb_over_act_d,17
txndb_over_invt_d,17
txndb_over_lt_d,17
txndb_over_lct_d,17
txndb_over_dltt,17
txndb_over_dltt_d,17
txndb_over_seq_d,17
txndb_over_cogs_d,17
txndb_over_xsga_d,17
txndb_over_mktcap_d,18
txndb_d_over_dltt,18
txndba,18
txndba_over_at_d,18
txndba_over_act_pd,18
txndba_over_invt_d,18
txndba_over_ppent,18
txndba_over_lt_pd,18
txndba_over_dltt,18
txndba_over_dltt_d,18
txndba_over_seq_pd,18
txndba_over_emp_pd,18
txndba_over_mktcap_d,18
txndba_d_over_invt,18
txndba_d_over_dltt,18
txndba_pd_minus_pd_lct,18
txndba_pd_minus_pd_cogs,18
txndba_pd_minus_pd_xsga,18
txndba_pd_minus_pd_mktcap,18
txndbl,18
txndbl_pd,18
txndbl_over_invt,19
txndbl_over_invt_d,19
txndbl_over_invt_pd,19
txndbl_over_ppent,19
txndbl_over_ppent_pd,19
txndbl_over_lt_pd,19
txndbl_over_lct_pd,19
txndbl_over_dltt_pd,19
txndbl_over_ceq_pd,19
txndbl_over_icapt_pd,19
txndbl_over_sale_d,19
txndbl_over_cogs_pd,19
txndbl_over_xsga,19
txndbl_over_xsga_pd,19
txndbl_over_emp_d,19
txndbl_over_mktcap,18
txndbl_over_mktcap_d,18
txndbl_d_over_invt,18
txndbl_d_over_dltt,19
txndbl_pd_minus_pd_act,19
txndbl_pd_minus_pd_mktcap,18
txndbr_over_act_d,18
txndbr_over_invt,18
txndbr_over_lct_d,18
txndbr_over_icapt_d,17
txndbr_over_mktcap_d,18
txndbr_d_over_dltt,18
txo_over_dltt_d,18
txo_d_over_invt,18
txp_over_act,18
txp_over_invt,18
txp_over_invt_d,18
txp_over_dltt,17
txp_over_dltt_d,16
txp_over_seq_d,16
txp_d_over_xsga,16
txpd_over_invt_d,8
txpd_over_dltt,8
txpd_over_dltt_d,14
txpd_over_cogs,14
txpd_over_xsga,14
txpd_over_xsga_d,14
txpd_over_emp_d,14
txpd_d_over_ppent,14
txpd_d_over_dltt,14
txpd_pd_minus_pd_invt,14
txpd_pd_minus_pd_dltt,14
txpd_pd_minus_pd_icapt,14
txpd_pd_minus_pd_mktcap,14
txr_over_invt,14
txr_over_invt_d,14
txr_over_seq,14
txr_over_mktcap_d,14
txs_over_invt,14
txs_over_invt_d,14
txs_over_lt_d,14
txs_over_dltt,14
txs_over_dltt_d,14
txs_over_mktcap,14
txs_d_over_dltt,11
txs_d_over_mktcap,8
txs_pd_minus_pd_dltt,8
txs_pd_minus_pd_mktcap,8
txt,8
txt_over_invt_d,8
txt_over_dltt,8
txt_over_dltt_d,8
txt_over_dltt_pd,14
txt_over_xsga,8
txt_over_emp,8
txt_over_mktcap,8
txt_over_mktcap_pd,8
txt_d_over_invt,8
txt_d_over_dltt,8
txt_d_over_mktcap,8
txt_pd_minus_pd_invt,8
txt_pd_minus_pd_seq,8
txw_over_act_d,8
txw_over_invt,8
txw_over_invt_d,5
txw_over_lt_d,8
txw_over_lct_d,8
txw_over_dltt,8
txw_over_dltt_d,8
txw_over_icapt_d,8
txw_over_sale_d,8
txw_over_xsga,8
txw_over_xsga_d,8
txw_over_emp_d,8
txw_over_mktcap,8
txw_over_mktcap_d,8
wcap_over_invt,10
wcap_over_ppent,10
wcap_over_ppent_d,10
wcap_over_dltt,10
wcap_over_dltt_d,10
wcap_over_dltt_pd,10
wcap_over_sale,10
wcap_over_cogs_d,10
wcap_over_xsga,10
wcap_over_xsga_d,10
wcap_over_mktcap,10
wcap_over_mktcap_pd,10
wcap_d_over_act,10
wcap_d_over_invt,10
wcap_d_over_dltt,10
wcap_pd_minus_pd_ppent,8
wcap_pd_minus_pd_lt,8
wcap_pd_minus_pd_cogs,8
xacc_over_act,10
xacc_over_invt,10
xacc_over_invt_d,10
xacc_over_ppent,8
xacc_over_lt,8
xacc_over_lct_d,8
xacc_over_dltt_pd,8
xacc_over_icapt_pd,8
xacc_over_sale,8
xacc_over_cogs,8
xacc_over_xsga,8
xacc_over_emp,5
xacc_d_over_invt,5
xacc_d_over_mktcap,6
xacc_pd_minus_pd_act,6
xacc_pd_minus_pd_sale,6
xacc_pd_minus_pd_xsga,6
xacc_pd_minus_pd_emp,6
xi_over_xsga,6
xi_over_mktcap,6
xido_over_invt,6
xido_over_icapt_d,6
xido_over_xsga,6
xidoc_over_cogs,5
xidoc_d_over_invt,6
xint,3
xint_over_act_d,3
xint_over_invt_d,5
xint_over_lct_d,5
xint_over_dltt,5
xint_over_dltt_pd,5
xint_over_ceq_d,5
xint_over_sale_d,3
xint_over_xsga,3
xint_over_emp,3
xint_d_over_invt,3
xint_d_over_dltt,3
xint_pd_minus_pd_act,3
xint_pd_minus_pd_ppent,4
xint_pd_minus_pd_lt,4
xint_pd_minus_pd_lct,6
xint_pd_minus_pd_icapt,6
xint_pd_minus_pd_sale,6
xint_pd_minus_pd_xsga,6
xint_pd_minus_pd_emp,4
xopr_over_ppent,4
xopr_over_lt_pd,4
xopr_over_lct,4
xopr_over_lct_pd,6
xopr_over_dltt_pd,6
xopr_over_cogs,4
xopr_over_emp,4
xopr_over_emp_d,4
xopr_d_over_ppent,4
xopr_d_over_lct,4
xopr_d_over_dltt,4
xopr_d_over_seq,4
xopr_d_over_emp,4
xopr_pd_minus_pd_at,4
xopr_pd_minus_pd_act,4
xopr_pd_minus_pd_ppent,4
xopr_pd_minus_pd_seq,4
xpr_pd,4
xpr_over_act_d,4
xpr_over_lct_d,3
xpr_over_dltt,3
xpr_pd_minus_pd_xsga,2
xrd,2
xrd_over_ppent_d,2
xrd_over_lct_d,2
xrd_over_sale,2
xrd_over_sale_d,2
xrd_over_cogs_d,2
xrd_over_xsga_d,2
xrent_pd_minus_pd_ppent,17
xrent_pd_minus_pd_lt,18
xrent_pd_minus_pd_xsga,18
xrent_pd_minus_pd_emp,19
