avg_long_return,avg_short_return,avg_spread,spread_volatility,sharpe_ratio,n_years,first_year,last_year
0.0847032268919183,0.0011705941123477087,0.08353263277957061,0.6769040380986677,0.12340395104482244,19,2006.0,2024.0
