portfolio_type,avg_long_return,avg_short_return,avg_spread,spread_volatility,sharpe_ratio,n_years,first_year,last_year
Decile_10pct,0.10050976547294974,0.05808416048480711,0.042425604988142615,0.5955274939062901,0.07124038003662438,19,2006.0,2024.0
