Complexity,Loss,Equation
1,0.52679753,"0.26072046"
3,0.50252753,"x14 * -0.45205706"
4,0.49592122,"abs(x14) * 0.46710747"
5,0.49160233,"square(0.30900574 - abs(x14))"
6,0.49114642,"abs((x14 * 0.37969956) - 0.09037311)"
7,0.4909166,"square(abs(0.13620414 - x14) - 0.44520986)"
11,0.4908766,"abs((abs((0.27831075 / -0.43176344) + x14) + -0.8244105) / 1.7368315)"
13,0.4906037,"abs(((x14 + -0.111857824) * 0.65033525) + -0.06166216) / abs(x2 + -1.7730575)"
