avg_long_return,avg_short_return,avg_spread,spread_volatility,sharpe_ratio,n_years,first_year,last_year
0.02985683819103054,-0.06569356223868107,0.09555040042971163,0.6782554411792696,0.14087671786838893,17,2008.0,2024.0
