Complexity,Loss,Equation
1,0.361753,"0.10609603"
3,0.35462096,"x30 * -0.21550785"
4,0.34808472,"abs(x30 * -0.25026008)"
6,0.346791,"abs(-0.044609383 - (x30 * -0.21109392))"
8,0.34671423,"abs((0.13895755 - x30) * (x30 * -0.25841054))"
9,0.34518403,"((0.5114821 - x30) - (x9 / 1.1709515)) * 0.1644431"
