portfolio_type,avg_long_return,avg_short_return,avg_spread,spread_volatility,sharpe_ratio,total_capital,avg_annual_pnl,total_pnl,avg_portfolio_return,portfolio_return_volatility,sharpe_ratio_dollar,n_years,first_year,last_year
Fixed_Top100,-0.02772701801398156,0.011461403896255178,-0.03918842191023674,0.6087388979883605,-0.06437640512170138,1000000,-8132.807058863193,-97593.68470635831,-0.008132807058863193,0.09435656173678678,-0.08619227862022082,12,2013.0,2024.0
