portfolio_type,avg_long_return,avg_short_return,avg_spread,spread_volatility,sharpe_ratio,total_capital,avg_annual_pnl,total_pnl,avg_portfolio_return,portfolio_return_volatility,sharpe_ratio_dollar,n_years,first_year,last_year
Hybrid_10pct_100,0.04374313744217078,0.011461403896255178,0.03228173354591558,0.6452523688468644,0.050029624228434086,1000000,33643.781054682615,403725.3726561914,0.033643781054682624,0.13386127809868223,0.2513331826241828,12,2013.0,2024.0
