portfolio_type,avg_long_return,avg_short_return,avg_spread,spread_volatility,sharpe_ratio,avg_long_stopped_out,avg_long_stopped_pct,avg_short_stopped_out,avg_short_stopped_pct,total_capital,avg_annual_pnl,total_pnl,avg_portfolio_return,portfolio_return_volatility,sharpe_ratio_dollar,n_years,first_year,last_year
Hybrid_StopLoss,0.08463284351897972,0.19255262601724932,-0.1079197824982696,0.450477266062713,-0.2395676555256966,50.583333333333336,17.850612998826232,16.583333333333332,16.583333333333332,1000000,138592.73476811452,1663112.8172173742,0.13859273476811454,0.08013081738214917,1.7295809439601324,12,2013.0,2024.0
