Complexity,Loss,Equation
1,0.38120624,"0.11670302"
4,0.36804122,"abs(x30 * 0.34378147)"
6,0.36788702,"abs(x63 - x9) * 0.32831174"
8,0.3649401,"abs(-0.0671775 - ((x9 - x63) / 2.4332242))"
10,0.35778996,"0.097378016 - ((x9 - abs(x63 / 2.4332242)) * 0.47049055)"
