Complexity,Loss,Equation
1,0.45371148,"0.21465819"
3,0.43243745,"x63 / -2.220324"
4,0.43211108,"abs(x63 * 0.42383334)"
5,0.4264216,"(x63 / -2.6185405) + 0.08913843"
6,0.425943,"abs((x63 + -0.2854506) / 2.8069885)"
10,0.42576998,"(x161 * 0.10885271) + abs(x63 / (-1.1812922 + -1.1812922))"
11,0.42124343,"((x161 * 0.10885271) + 0.08913843) + (x63 / (-1.1812922 + -1.1812922))"
12,0.4209615,"abs(((x161 * 0.10885271) + 0.08913843) + (x63 / (-1.1812922 + -1.1812922)))"
13,0.42000893,"((x63 / -2.6185405) + (0.08913843 + (0.08913843 * x161))) + (0.08913843 * x161)"
