Complexity,Loss,Equation
1,0.3682864,"0.1170411"
3,0.3625524,"x30 * -0.21099699"
4,0.35565376,"abs(x30 * -0.2637445)"
6,0.35387698,"abs((x30 * -0.21099699) + 0.03676001)"
9,0.35072505,"abs(((abs(x2) + -0.814721) + x30) * -0.21099699)"
