Complexity,Loss,Equation
1,0.36573744,"0.12149641"
3,0.34930938,"x30 * -0.28058064"
5,0.3472485,"x30 / (-4.579744 - x30)"
7,0.3464825,"(x30 / (x30 + 1.5383003)) * -0.14485767"
9,0.34623423,"(x30 / ((x30 + 1.577246) - 0.0389457)) * -0.1925622"
11,0.34566888,"(((x30 / (x30 + 1.577246)) - 0.0389457) * -0.34977058) / 1.8164032"
