Complexity,Loss,Equation
1,0.40375763,"0.19709513"
2,0.40375754,"abs(0.1964506)"
3,0.396601,"x14 * -0.42977655"
4,0.3920645,"abs(x14 * -0.4579893)"
5,0.38405162,"(0.4675861 - x14) * 0.2965558"
6,0.38237417,"abs(0.2965558 * (x14 - 0.4309913))"
