year,long_return,short_return,spread,n_long,n_short,n_long_stopped_out,long_stopped_out_pct,n_short_stopped_out,short_stopped_out_pct,long_capital,short_capital,position_size_long,position_size_short,dollar_pnl_long,dollar_pnl_short,total_dollar_pnl,portfolio_return
2013.0,0.308081019745539,-0.2116568315830041,0.5197378513285431,272,100,7,2.5735294117647056,21,21.0,500000.0,500000.0,1838.235294117647,5000.0,154040.5098727695,-105828.41579150205,48212.09408126745,0.048212094081267455
2014.0,0.06670308637335154,0.007801415172326503,0.05890167120102503,280,100,27,9.642857142857144,9,9.0,500000.0,500000.0,1785.7142857142858,5000.0,33351.54318667577,3900.7075861632516,37252.25077283903,0.03725225077283903
2015.0,-0.07416671410316822,0.20912315965371767,-0.28328987375688586,283,100,22,7.773851590106007,2,2.0,500000.0,500000.0,1766.7844522968198,5000.0,-37083.35705158411,104561.57982685883,67478.22277527471,0.06747822277527471
2016.0,0.27986032287267376,-0.14319836740165964,0.4230586902743334,277,100,7,2.527075812274368,21,21.0,500000.0,500000.0,1805.0541516245487,5000.0,139930.16143633687,-71599.18370082982,68330.97773550705,0.06833097773550706
2017.0,0.2323938331468434,-0.04189007153885121,0.2742839046856946,273,100,8,2.93040293040293,14,14.000000000000002,500000.0,500000.0,1831.5018315018315,5000.0,116196.9165734217,-20945.035769425605,95251.88080399609,0.09525188080399609
2018.0,-0.08547320392754276,0.2004777643383068,-0.28595096826584954,273,100,37,13.553113553113553,10,10.0,500000.0,500000.0,1831.5018315018315,5000.0,-42736.60196377138,100238.8821691534,57502.28020538201,0.05750228020538201
2019.0,-0.03391155567887399,0.1399844153773528,-0.17389597105622678,271,100,20,7.380073800738007,16,16.0,500000.0,500000.0,1845.018450184502,5000.0,-16955.777839436993,69992.2076886764,53036.4298492394,0.053036429849239404
2020.0,0.5682325934246887,-0.28965600883276627,0.857888602257455,271,100,3,1.107011070110701,55,55.00000000000001,500000.0,500000.0,1845.018450184502,5000.0,284116.29671234434,-144828.00441638313,139288.2922959612,0.1392882922959612
2021.0,-0.19006371797588892,0.4299614799725618,-0.6200251979484507,291,100,65,22.336769759450174,2,2.0,500000.0,500000.0,1718.213058419244,5000.0,-95031.85898794446,214980.73998628088,119948.88099833642,0.11994888099833642
2022.0,0.057117123075814395,0.07597052968208673,-0.018853406606272334,297,100,51,17.17171717171717,15,15.0,500000.0,500000.0,1683.5016835016836,5000.0,28558.561537907197,37985.26484104336,66543.82637895056,0.06654382637895055
2023.0,-0.0032561048666893636,0.08080313748631213,-0.0840592423530015,298,100,65,21.812080536912752,12,12.0,500000.0,500000.0,1677.8523489932886,5000.0,-1628.0524333446817,40401.568743156065,38773.516309811384,0.038773516309811386
2024.0,0.07930348967399868,0.026244551159749604,0.053058938514249074,288,100,32,11.11111111111111,9,9.0,500000.0,500000.0,1736.111111111111,5000.0,39651.74483699934,13122.275579874802,52774.02041687415,0.052774020416874144
