year,long_return,short_return,spread,n_long,n_short,long_capital,short_capital,position_size_long,position_size_short,dollar_pnl_long,dollar_pnl_short,total_dollar_pnl,portfolio_return
2013.0,0.3038330420536884,-0.29570489328344424,0.5995379353371326,272,100,731182.7956989248,268817.20430107525,2688.172043010753,2688.1720430107525,222157.49311452487,-79490.56271060329,142666.93040392158,0.1426669304039216
2014.0,0.049758828106075494,-0.06377413300211832,0.1135329611081938,280,100,736842.1052631579,263157.8947368421,2631.578947368421,2631.578947368421,36664.39965710825,-16782.666579504817,19881.733077603436,0.019881733077603436
2015.0,-0.09199403969112427,0.20069858453779976,-0.29269262422892406,283,100,738903.3942558747,261096.60574412535,2610.9660574412533,2610.9660574412537,-67974.70817908138,52401.71920046992,-15572.988978611465,-0.015572988978611466
2016.0,0.2748507595949827,-0.2817745715878037,0.5566253311827865,277,100,734748.0106100795,265251.98938992043,2652.519893899204,2652.5198938992044,201946.04882708273,-74741.26567315748,127204.78315392525,0.12720478315392525
2017.0,0.22689285852795738,-0.1316687657710397,0.3585616242989971,273,100,731903.4852546917,268096.5147453083,2680.965147453083,2680.9651474530833,166063.6739360117,-35299.93720403209,130763.73673197962,0.1307637367319796
2018.0,-0.10709360196473236,0.1479428530077613,-0.25503645497249366,273,100,731903.4852546917,268096.5147453083,2680.965147453083,2680.9651474530833,-78382.18052646631,39662.96327285826,-38719.217253608054,-0.03871921725360805
2019.0,-0.044627039597763,0.0672425081781779,-0.1118695477759409,271,100,730458.2210242588,269541.77897574124,2695.4177897574123,2695.4177897574123,-32598.187954161112,18124.665277136897,-14473.522677024215,-0.014473522677024215
2020.0,0.5674509094057445,-0.9178725482615657,1.4853234576673102,271,100,730458.2210242588,269541.77897574124,2695.4177897574123,2695.4177897574123,414499.181803118,-247404.99953141934,167094.18227169864,0.16709418227169864
2021.0,-0.22691121930669464,0.41899055322677037,-0.645901772533465,291,100,744245.5242966752,255754.47570332483,2557.544757033248,2557.5447570332485,-168877.6593817088,107158.70926515867,-61718.95011655013,-0.061718950116550125
2022.0,0.01888580669095915,0.006265494055710495,0.012620312635248654,297,100,748110.831234257,251889.1687657431,2518.891687657431,2518.891687657431,14128.676542102941,1578.2100895996211,15706.886631702562,0.01570688663170256
2023.0,-0.05544526313472059,0.040737062222732226,-0.09618232535745282,298,100,748743.7185929648,251256.28140703516,2512.5628140703516,2512.5628140703516,-41514.29249785612,10235.44276953071,-31278.84972832541,-0.03127884972832541
2024.0,0.05798229889511884,-0.022157336889102472,0.08013963578422131,288,100,742268.0412371134,257731.95876288658,2577.319587628866,2577.319587628866,43038.40742730471,-5710.653837397544,37327.753589907166,0.03732775358990716
