portfolio_type,avg_long_return,avg_short_return,avg_spread,spread_volatility,sharpe_ratio,avg_long_stopped_out,avg_long_stopped_pct,avg_short_stopped_out,avg_short_stopped_pct,total_capital,avg_annual_pnl,total_pnl,avg_portfolio_return,portfolio_return_volatility,sharpe_ratio_dollar,n_years,first_year,last_year
Hybrid_StopLoss,0.12852662218790992,0.05392873513601273,0.07459788705189721,0.39793636878509325,0.1874618479322357,39.5,13.896084768623957,14.583333333333334,14.583333333333334,1000000,91227.67866196133,1094732.1439435359,0.09122767866196131,0.08068093058587508,1.1307216959385527,12,2013.0,2024.0
