Complexity,Loss,Equation
1,0.35794014,"0.10629336"
3,0.34018826,"x30 * -0.28115878"
5,0.33941427,"(x30 * -0.2489768) + 0.058309253"
7,0.3388418,"(x81 + 4.1240625) * (x30 * -0.06420225)"
9,0.3386128,"((x81 + 2.6769164) * -2.1500788) * (x30 * 0.043700628)"
10,0.33721814,"((0.55908763 - (x30 * 1.7667878)) - abs(x68)) * 0.13413174"
13,0.33317724,"(((((x9 + x30) * -1.7342607) + -0.07966149) - -0.87977934) / 0.20325606) * 0.026286999"
