Complexity,Loss,Equation
1,0.49597836,"0.11125039"
4,0.49322426,"abs(x135 * 0.1936664)"
5,0.49030367,"0.14236976 - (0.20620432 * x329)"
6,0.4836341,"(0.82452255 - abs(x286)) * 0.20620432"
