year,long_return,short_return,spread,n_long,n_short,n_long_stopped_out,long_stopped_out_pct,n_short_stopped_out,short_stopped_out_pct,avg_long_months_held,avg_short_months_held,long_capital,short_capital,position_size_long,position_size_short,dollar_pnl_long,dollar_pnl_short,total_dollar_pnl,portfolio_return
2006.0,0.20371193439938584,-0.17911726749431764,0.3828292018937035,349,100,25,7.163323782234957,13,13.0,11.624641833810887,11.65,500000.0,500000.0,1432.6647564469913,5000.0,101855.96719969292,-89558.63374715882,12297.333452534105,0.012297333452534105
2007.0,-0.17150774332499724,0.19632984540507928,-0.36783758873007655,343,100,93,27.113702623906704,12,12.0,10.690962099125365,11.49,500000.0,500000.0,1457.725947521866,5000.0,-85753.87166249863,98164.92270253964,12411.051040041013,0.012411051040041013
2008.0,-0.3125691696971568,-0.0911499060441742,-0.22141926365298262,324,100,197,60.802469135802475,23,23.0,7.898148148148148,11.41,500000.0,500000.0,1543.20987654321,5000.0,-156284.5848485784,-45574.953022087095,-201859.5378706655,-0.2018595378706655
2009.0,0.27536353984436196,-0.22792642941100905,0.503289969255371,293,100,15,5.1194539249146755,32,32.0,11.839590443686006,10.16,500000.0,500000.0,1706.4846416382252,5000.0,137681.76992218097,-113963.21470550452,23718.555216676454,0.023718555216676453
2010.0,0.4158838463703487,-0.3016746980579089,0.7175585444282576,296,100,13,4.391891891891892,33,33.0,11.824324324324325,10.57,500000.0,500000.0,1689.1891891891892,5000.0,207941.92318517435,-150837.34902895446,57104.5741562199,0.057104574156219896
2011.0,-0.05902244333337523,-0.006504369848586995,-0.052518073484788236,289,100,54,18.685121107266436,10,10.0,10.993079584775087,11.59,500000.0,500000.0,1730.1038062283737,5000.0,-29511.221666687616,-3252.1849242934977,-32763.406590981114,-0.03276340659098111
2012.0,0.24481763814616184,-0.10427336804029361,0.34909100618645544,275,100,16,5.818181818181818,18,18.0,11.636363636363637,11.35,500000.0,500000.0,1818.1818181818182,5000.0,122408.81907308091,-52136.6840201468,70272.13505293411,0.07027213505293411
2013.0,0.3045991356738722,-0.2420392936298479,0.5466384293037201,272,100,9,3.308823529411765,24,24.0,11.849264705882353,11.0,500000.0,500000.0,1838.235294117647,5000.0,152299.5678369361,-121019.64681492395,31279.921022012146,0.031279921022012144
2014.0,-0.005866752220512688,0.04898858962986296,-0.05485534185037565,280,100,56,20.0,11,11.0,10.9,11.55,500000.0,500000.0,1785.7142857142858,5000.0,-2933.376110256344,24494.29481493148,21560.918704675136,0.021560918704675136
2015.0,-0.09839971990180363,0.1625632532685446,-0.2609629731703482,283,100,56,19.78798586572438,8,8.0,10.862190812720849,11.72,500000.0,500000.0,1766.7844522968198,5000.0,-49199.85995090182,81281.6266342723,32081.76668337048,0.032081766683370476
2016.0,0.2823440867825532,-0.16100495349516677,0.44334904027771993,277,100,15,5.415162454873646,23,23.0,11.776173285198556,11.05,500000.0,500000.0,1805.0541516245487,5000.0,141172.0433912766,-80502.4767475834,60669.56664369319,0.06066956664369319
2017.0,0.14541935878293905,-0.14530141069312916,0.2907207694760682,273,100,30,10.989010989010989,23,23.0,11.457875457875458,10.8,500000.0,500000.0,1831.5018315018315,5000.0,72709.67939146953,-72650.70534656457,58.97404490495683,5.897404490495683e-05
2018.0,-0.13946034038908436,0.013288625534296616,-0.15274896592338097,273,100,79,28.93772893772894,19,19.0,10.315018315018316,10.94,500000.0,500000.0,1831.5018315018315,5000.0,-69730.17019454218,6644.312767148308,-63085.85742739387,-0.06308585742739387
2019.0,0.06934864472464575,-0.05493407569784896,0.1242827204224947,271,100,83,30.627306273062732,27,27.0,10.309963099630997,10.7,500000.0,500000.0,1845.018450184502,5000.0,34674.32236232288,-27467.03784892448,7207.284513398397,0.007207284513398397
2020.0,0.7506116201321558,-0.31460798663766626,1.065219606769822,271,100,26,9.59409594095941,49,49.0,11.29520295202952,9.13,500000.0,500000.0,1845.018450184502,5000.0,375305.81006607786,-157303.99331883312,218001.81674724474,0.21800181674724473
2021.0,-0.10484923677600244,1.0001769435919672,-1.1050261803679695,291,100,73,25.085910652920962,5,5.0,10.711340206185566,11.7,500000.0,500000.0,1718.213058419244,5000.0,-52424.61838800122,500088.4717959836,447663.8534079824,0.44766385340798237
2022.0,0.059761693981998924,0.06925369079231047,-0.00949199681031155,297,100,80,26.936026936026934,33,33.0,10.498316498316498,10.29,500000.0,500000.0,1683.5016835016836,5000.0,29880.846990999464,34626.84539615524,64507.692387154704,0.0645076923871547
2023.0,-0.004030281554545272,0.005730837610281238,-0.009761119164826509,298,100,81,27.181208053691275,22,22.0,10.191275167785236,11.07,500000.0,500000.0,1677.8523489932886,5000.0,-2015.140777272636,2865.418805140619,850.2780278679832,0.0008502780278679832
2024.0,0.11674170302308468,-0.0922117057879559,0.20895340881104058,288,100,34,11.805555555555555,14,14.000000000000002,11.065972222222221,10.81,500000.0,500000.0,1736.111111111111,5000.0,58370.851511542336,-46105.85289397795,12264.998617564386,0.012264998617564386
