year,long_return,short_return,spread,n_long,n_short,long_capital,short_capital,position_size_long,position_size_short,dollar_pnl_long,dollar_pnl_short,total_dollar_pnl,portfolio_return
2006.0,0.1544018258847673,-0.11837113758700352,0.2727729634717708,349,100,777282.85077951,222717.14922048998,2227.1714922048996,2227.1714922049,120013.89138927347,-26363.282313363812,93650.60907590966,0.09365060907590965
2007.0,-0.22365378932835694,0.1622932780472679,-0.38594706737562484,343,100,774266.3656884877,225733.6343115124,2257.3363431151242,2257.3363431151242,-173167.6066357256,36635.05147793858,-136532.55515778702,-0.13653255515778703
2008.0,-0.2591643605119068,0.24783691125722002,-0.5070012717691268,324,100,764150.9433962265,235849.05660377358,2358.4905660377362,2358.490566037736,-198040.6905798533,58452.10171160849,-139588.5888682448,-0.13958858886824482
2009.0,0.2769737171243306,-0.277378900242863,0.5543526173671935,293,100,745547.0737913485,254452.9262086514,2544.5292620865134,2544.529262086514,206496.9443191574,-70579.8728353341,135917.0714838233,0.1359170714838233
2010.0,0.41487870948088845,-0.4408685453446111,0.8557472548254996,296,100,747474.7474747475,252525.25252525255,2525.252525252525,2525.2525252525256,310111.35860187624,-111330.44074358868,198780.91785828758,0.19878091785828758
2011.0,-0.06074993470786993,0.05760839254261033,-0.11835832725048026,289,100,742930.5912596401,257069.40874035988,2570.694087403599,2570.694087403599,-45132.98491150233,14809.355409411395,-30323.62950209094,-0.03032362950209094
2012.0,0.24679545211663403,-0.09452585049967595,0.34132130261631,275,100,733333.3333333333,266666.6666666667,2666.6666666666665,2666.666666666667,180983.33155219827,-25206.893466580255,155776.43808561802,0.15577643808561803
2013.0,0.3038330420536884,-0.29570489328344424,0.5995379353371326,272,100,731182.7956989248,268817.20430107525,2688.172043010753,2688.1720430107525,222157.49311452487,-79490.56271060329,142666.93040392158,0.1426669304039216
2014.0,-0.018143348989494327,-0.022031455137537907,0.0038881061480435797,280,100,736842.1052631579,263157.8947368421,2631.578947368421,2631.578947368421,-13368.783465943188,-5797.751351983659,-19166.534817926848,-0.019166534817926847
2015.0,-0.08083120173930655,0.1996842093169812,-0.28051541105628774,283,100,738903.3942558747,261096.60574412535,2610.9660574412533,2610.9660574412537,-59726.44932695497,52136.86927336324,-7589.58005359173,-0.007589580053591729
2016.0,0.28750408161455815,-0.2804007765908232,0.5679048582053814,277,100,734748.0106100795,265251.98938992043,2652.519893899204,2652.5198938992044,211243.05200857454,-74376.86381719448,136866.18819138006,0.13686618819138005
2017.0,0.12045049008486107,-0.1683114345875018,0.2887619246723629,273,100,731903.4852546917,268096.5147453083,2680.965147453083,2680.9651474530833,88158.1334937455,-45123.70900469217,43034.42448905332,0.04303442448905332
2018.0,-0.1850672309170456,0.09922612371917557,-0.2842933546362212,273,100,731903.4852546917,268096.5147453083,2680.965147453083,2680.9651474530833,-135451.35131462052,26602.17794079774,-108849.17337382278,-0.10884917337382277
2019.0,0.06945282775404434,0.07949933774736515,-0.01004650999332081,271,100,730458.2210242588,269541.77897574124,2695.4177897574123,2695.4177897574123,50732.389006323494,21428.392923818097,72160.78193014159,0.07216078193014158
2020.0,0.78201827061788,-0.4929390758725487,1.2749573464904287,271,100,730458.2210242588,269541.77897574124,2695.4177897574123,2695.4177897574123,571231.674764004,-132867.67543734467,438363.99932665925,0.43836399932665926
2021.0,-0.14327561957878715,0.4251936684110034,-0.5684692879897906,291,100,744245.5242966752,255754.47570332483,2557.544757033248,2557.5447570332485,-106632.23861234543,108745.18373682952,2112.9451244840893,0.0021129451244840895
2022.0,0.01888580669095915,0.006265494055710495,0.012620312635248654,297,100,748110.831234257,251889.1687657431,2518.891687657431,2518.891687657431,14128.676542102941,1578.2100895996211,15706.886631702562,0.01570688663170256
2023.0,-0.049888223548764876,0.02468301930756691,-0.07457124285633179,298,100,748743.7185929648,251256.28140703516,2512.5628140703516,2512.5628140703516,-37353.494013899326,6201.763645117314,-31151.730368782013,-0.031151730368782014
2024.0,0.05716840146278922,-0.0161750628153863,0.07334346427817552,288,100,742268.0412371134,257731.95876288658,2577.319587628866,2577.319587628866,42434.27737444148,-4168.830622522242,38265.44675191924,0.038265446751919244
