year,long_return,short_return,spread,n_long,n_short,long_capital,short_capital,position_size_long,position_size_short,dollar_pnl_long,dollar_pnl_short,total_dollar_pnl,portfolio_return
2013.0,0.27136522392694257,-0.37953497683249293,0.6509002007594356,272,100,731182.7956989248,268817.20430107525,2688.172043010753,2688.1720430107525,198417.58308636662,-102025.53140658411,96392.05167978251,0.09639205167978251
2014.0,-0.026700061050428117,0.007373380429874197,-0.034073441480302315,280,100,736842.1052631579,263157.8947368421,2631.578947368421,2631.578947368421,-19673.729195052296,1940.3632710195252,-17733.36592403277,-0.017733365924032768
2015.0,-0.10429218760932318,0.3415005718275604,-0.44579275943688357,283,100,738903.3942558747,261096.60574412535,2610.9660574412533,2610.9660574412537,-77061.85141889937,89164.6401638539,12102.788744954523,0.012102788744954523
2016.0,0.17408456602934413,-0.1874952769449835,0.36157984297432766,277,100,734748.0106100795,265251.98938992043,2652.519893899204,2652.5198938992044,127908.28856797963,-49733.495210870955,78174.79335710868,0.07817479335710868
2017.0,0.17443203636022117,-0.13746326544749368,0.31189530180771485,273,100,731903.4852546917,268096.5147453083,2680.965147453083,2680.9651474530833,127667.41535211897,-36853.42237198222,90813.99298013675,0.09081399298013676
2018.0,-0.09288833976453235,0.221692004550421,-0.31458034431495335,273,100,731903.4852546917,268096.5147453083,2680.965147453083,2680.9651474530833,-67985.2996131832,59434.8537668689,-8550.445846314302,-0.008550445846314302
2019.0,-0.012769763313641066,0.13519618670295505,-0.14796595001659613,271,100,730458.2210242588,269541.77897574124,2695.4177897574123,2695.4177897574123,-9327.778592983097,36441.02067465096,27113.24208166786,0.02711324208166786
2020.0,0.9377816699005502,-0.8057536157015975,1.7435352856021478,271,100,730458.2210242588,269541.77897574124,2695.4177897574123,2695.4177897574123,685010.3303047146,-217184.26299234436,467826.0673123703,0.4678260673123703
2021.0,-0.1473916708527425,0.6274625728996832,-0.7748542437524257,291,100,744245.5242966752,255754.47570332483,2557.544757033248,2557.5447570332485,-109695.59135076232,160476.36135541773,50780.77000465541,0.05078077000465541
2022.0,0.007663419307400508,0.04320848510371761,-0.0355450657963171,297,100,748110.831234257,251889.1687657431,2518.891687657431,2518.891687657431,5733.086988156048,10883.749396402422,16616.836384558468,0.016616836384558468
2023.0,-0.00347679702002482,0.02747757447276733,-0.03095437149279215,298,100,748743.7185929648,251256.28140703516,2512.5628140703516,2512.5628140703516,-2603.2299295663224,6903.913184112394,4300.683254546072,0.004300683254546072
2024.0,0.06376474393258719,0.11062584615656772,-0.04686110222398053,288,100,742268.0412371134,257731.95876288658,2577.319587628866,2577.319587628866,47330.531578827606,28511.816019733946,75842.34759856155,0.07584234759856155
