Complexity,Loss,Equation
1,0.50837076,"0.13335171"
3,0.5083706,"abs(abs(0.13362435))"
4,0.50736845,"abs(x17 * -0.2745744)"
5,0.5002002,"(1.091089 - x9) * 0.14582168"
6,0.49854636,"0.19117351 * (1.3567199 - abs(x266))"
7,0.496341,"((1.3567199 - x9) - x63) * 0.14582168"
8,0.49340522,"((1.3567199 - abs(x266)) - x63) * 0.19117351"
