portfolio_type,avg_long_return,avg_short_return,avg_spread,spread_volatility,sharpe_ratio,n_years,first_year,last_year
Fixed_Top100,0.013410195684754279,0.015995481289054474,-0.0025852856043001946,0.6174191344503916,-0.004187245681333702,19,2006.0,2024.0
