year,long_return,short_return,spread,n_long,n_short
2006.0,0.25144883352146213,0.04511452868255663,0.2063343048389055,350,175
2007.0,-0.22228599625064224,0.41121001247769773,-0.63349600872834,343,171
2008.0,-0.43734519580742465,0.26336947516929177,-0.7007146709767165,325,162
2009.0,0.22697054750752674,-0.25957418441476804,0.48654473192229475,293,146
2010.0,0.40063011875586696,-0.2868909852232096,0.6875211039790765,296,148
2011.0,-0.059222701682652104,0.13391937184689756,-0.19314207352954965,289,144
2012.0,0.40082573384668463,-0.1509838456225287,0.5518095794692133,275,137
2013.0,0.35609679180839704,-0.3480280903321487,0.7041248821405457,273,136
2014.0,-0.09914020700767516,-0.25755505894698905,0.15841485193931387,280,140
2015.0,-0.14279157591688157,0.33779610220131756,-0.48058767811819914,283,141
2016.0,0.14373332507426367,-0.11917707896465804,0.26291040403892174,277,138
2017.0,0.1797565344074408,-0.22462065519569557,0.4043771896031364,274,137
2018.0,-0.06191401778814168,0.23725672825378116,-0.29917074604192284,274,137
2019.0,-0.095244019715884,0.005115037942202763,-0.10035905765808677,271,135
2020.0,0.7753123844304638,-0.6702540283863772,1.445566412816841,271,135
2021.0,-0.4205407690943691,0.36349861587860344,-0.7840393849729725,291,145
2022.0,-0.022858231326372012,0.09884563513349383,-0.12170386645986583,297,148
2023.0,0.026699430972359595,0.18516510940390982,-0.1584656784315502,298,149
2024.0,0.04339121389515345,0.23980744403039633,-0.1964162301352429,288,144
